location_1,Desktop_Computer_Q5_feat1,location_1:Desktop_Computer_Q5_feat1,Desktop_Computer_Q10_feat3,location_1:Desktop_Computer_Q10_feat3,Desktop_Computer_Q4_feat3,location_1:Desktop_Computer_Q4_feat3,Desktop_Computer_Q11_feat2,location_1:Desktop_Computer_Q11_feat2,Desktop_Computer_Q1_feat4,location_1:Desktop_Computer_Q1_feat4,Desktop_Computer_Q9_feat3,location_1:Desktop_Computer_Q9_feat3,Desktop_Computer_Q3_feat3,location_1:Desktop_Computer_Q3_feat3,Desktop_Computer_Q3_feat2,location_1:Desktop_Computer_Q3_feat2,Desktop_Computer_Q8_feat5,location_1:Desktop_Computer_Q8_feat5,Desktop_Computer_Q11_feat1,location_1:Desktop_Computer_Q11_feat1,Desktop_Computer_Q13_feat1,location_1:Desktop_Computer_Q13_feat1,Desktop_Computer_Q6_feat1,location_1:Desktop_Computer_Q6_feat1,Desktop_Computer_Q3_feat1,location_1:Desktop_Computer_Q3_feat1,Desktop_Computer_Q9_feat2,location_1:Desktop_Computer_Q9_feat2,Desktop_Computer_Q7_feat5,location_1:Desktop_Computer_Q7_feat5,Desktop_Computer_Q13_feat4,location_1:Desktop_Computer_Q13_feat4,Desktop_Computer_Q10_feat2,location_1:Desktop_Computer_Q10_feat2,Desktop_Computer_Q2_feat5,location_1:Desktop_Computer_Q2_feat5,Desktop_Computer_Q12_feat5,location_1:Desktop_Computer_Q12_feat5,Desktop_Computer_Q12_feat3,location_1:Desktop_Computer_Q12_feat3,location_2,location_2:Desktop_Computer_Q5_feat1,location_2:Desktop_Computer_Q10_feat3,location_2:Desktop_Computer_Q4_feat3,location_2:Desktop_Computer_Q11_feat2,location_2:Desktop_Computer_Q1_feat4,location_2:Desktop_Computer_Q9_feat3,location_2:Desktop_Computer_Q3_feat3,location_2:Desktop_Computer_Q3_feat2,location_2:Desktop_Computer_Q8_feat5,location_2:Desktop_Computer_Q11_feat1,location_2:Desktop_Computer_Q13_feat1,location_2:Desktop_Computer_Q6_feat1,location_2:Desktop_Computer_Q3_feat1,location_2:Desktop_Computer_Q9_feat2,location_2:Desktop_Computer_Q7_feat5,location_2:Desktop_Computer_Q13_feat4,location_2:Desktop_Computer_Q10_feat2,location_2:Desktop_Computer_Q2_feat5,location_2:Desktop_Computer_Q12_feat5,location_2:Desktop_Computer_Q12_feat3,location_3,location_3:Desktop_Computer_Q5_feat1,location_3:Desktop_Computer_Q10_feat3,location_3:Desktop_Computer_Q4_feat3,location_3:Desktop_Computer_Q11_feat2,location_3:Desktop_Computer_Q1_feat4,location_3:Desktop_Computer_Q9_feat3,location_3:Desktop_Computer_Q3_feat3,location_3:Desktop_Computer_Q3_feat2,location_3:Desktop_Computer_Q8_feat5,location_3:Desktop_Computer_Q11_feat1,location_3:Desktop_Computer_Q13_feat1,location_3:Desktop_Computer_Q6_feat1,location_3:Desktop_Computer_Q3_feat1,location_3:Desktop_Computer_Q9_feat2,location_3:Desktop_Computer_Q7_feat5,location_3:Desktop_Computer_Q13_feat4,location_3:Desktop_Computer_Q10_feat2,location_3:Desktop_Computer_Q2_feat5,location_3:Desktop_Computer_Q12_feat5,location_3:Desktop_Computer_Q12_feat3,Relationship_1,Relationship_1:Desktop_Computer_Q5_feat1,Relationship_1:Desktop_Computer_Q10_feat3,Relationship_1:Desktop_Computer_Q4_feat3,Relationship_1:Desktop_Computer_Q11_feat2,Relationship_1:Desktop_Computer_Q1_feat4,Relationship_1:Desktop_Computer_Q9_feat3,Relationship_1:Desktop_Computer_Q3_feat3,Relationship_1:Desktop_Computer_Q3_feat2,Relationship_1:Desktop_Computer_Q8_feat5,Relationship_1:Desktop_Computer_Q11_feat1,Relationship_1:Desktop_Computer_Q13_feat1,Relationship_1:Desktop_Computer_Q6_feat1,Relationship_1:Desktop_Computer_Q3_feat1,Relationship_1:Desktop_Computer_Q9_feat2,Relationship_1:Desktop_Computer_Q7_feat5,Relationship_1:Desktop_Computer_Q13_feat4,Relationship_1:Desktop_Computer_Q10_feat2,Relationship_1:Desktop_Computer_Q2_feat5,Relationship_1:Desktop_Computer_Q12_feat5,Relationship_1:Desktop_Computer_Q12_feat3,Relationship_2,Relationship_2:Desktop_Computer_Q5_feat1,Relationship_2:Desktop_Computer_Q10_feat3,Relationship_2:Desktop_Computer_Q4_feat3,Relationship_2:Desktop_Computer_Q11_feat2,Relationship_2:Desktop_Computer_Q1_feat4,Relationship_2:Desktop_Computer_Q9_feat3,Relationship_2:Desktop_Computer_Q3_feat3,Relationship_2:Desktop_Computer_Q3_feat2,Relationship_2:Desktop_Computer_Q8_feat5,Relationship_2:Desktop_Computer_Q11_feat1,Relationship_2:Desktop_Computer_Q13_feat1,Relationship_2:Desktop_Computer_Q6_feat1,Relationship_2:Desktop_Computer_Q3_feat1,Relationship_2:Desktop_Computer_Q9_feat2,Relationship_2:Desktop_Computer_Q7_feat5,Relationship_2:Desktop_Computer_Q13_feat4,Relationship_2:Desktop_Computer_Q10_feat2,Relationship_2:Desktop_Computer_Q2_feat5,Relationship_2:Desktop_Computer_Q12_feat5,Relationship_2:Desktop_Computer_Q12_feat3,Relationship_3,Relationship_3:Desktop_Computer_Q5_feat1,Relationship_3:Desktop_Computer_Q10_feat3,Relationship_3:Desktop_Computer_Q4_feat3,Relationship_3:Desktop_Computer_Q11_feat2,Relationship_3:Desktop_Computer_Q1_feat4,Relationship_3:Desktop_Computer_Q9_feat3,Relationship_3:Desktop_Computer_Q3_feat3,Relationship_3:Desktop_Computer_Q3_feat2,Relationship_3:Desktop_Computer_Q8_feat5,Relationship_3:Desktop_Computer_Q11_feat1,Relationship_3:Desktop_Computer_Q13_feat1,Relationship_3:Desktop_Computer_Q6_feat1,Relationship_3:Desktop_Computer_Q3_feat1,Relationship_3:Desktop_Computer_Q9_feat2,Relationship_3:Desktop_Computer_Q7_feat5,Relationship_3:Desktop_Computer_Q13_feat4,Relationship_3:Desktop_Computer_Q10_feat2,Relationship_3:Desktop_Computer_Q2_feat5,Relationship_3:Desktop_Computer_Q12_feat5,Relationship_3:Desktop_Computer_Q12_feat3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
