location_1,Smart_Phone_Q4_feat1,location_1:Smart_Phone_Q4_feat1,Smart_Phone_Q1_feat2,location_1:Smart_Phone_Q1_feat2,Smart_Phone_Q11_feat2,location_1:Smart_Phone_Q11_feat2,Smart_Phone_Q5_feat1,location_1:Smart_Phone_Q5_feat1,Smart_Phone_Q10_feat3,location_1:Smart_Phone_Q10_feat3,Smart_Phone_Q9_feat3,location_1:Smart_Phone_Q9_feat3,Smart_Phone_Q12_feat1,location_1:Smart_Phone_Q12_feat1,Smart_Phone_Q3_feat2,location_1:Smart_Phone_Q3_feat2,Smart_Phone_Q3_feat3,location_1:Smart_Phone_Q3_feat3,Smart_Phone_Q3_feat1,location_1:Smart_Phone_Q3_feat1,Smart_Phone_Q2_feat1,location_1:Smart_Phone_Q2_feat1,Smart_Phone_Q6_feat1,location_1:Smart_Phone_Q6_feat1,Smart_Phone_Q13_feat4,location_1:Smart_Phone_Q13_feat4,Smart_Phone_Q7_feat1,location_1:Smart_Phone_Q7_feat1,Smart_Phone_Q8_feat2,location_1:Smart_Phone_Q8_feat2,Smart_Phone_Q13_feat2,location_1:Smart_Phone_Q13_feat2,Smart_Phone_Q8_feat5,location_1:Smart_Phone_Q8_feat5,Smart_Phone_Q10_feat2,location_1:Smart_Phone_Q10_feat2,Smart_Phone_Q11_feat1,location_1:Smart_Phone_Q11_feat1,Smart_Phone_Q7_feat2,location_1:Smart_Phone_Q7_feat2,location_2,location_2:Smart_Phone_Q4_feat1,location_2:Smart_Phone_Q1_feat2,location_2:Smart_Phone_Q11_feat2,location_2:Smart_Phone_Q5_feat1,location_2:Smart_Phone_Q10_feat3,location_2:Smart_Phone_Q9_feat3,location_2:Smart_Phone_Q12_feat1,location_2:Smart_Phone_Q3_feat2,location_2:Smart_Phone_Q3_feat3,location_2:Smart_Phone_Q3_feat1,location_2:Smart_Phone_Q2_feat1,location_2:Smart_Phone_Q6_feat1,location_2:Smart_Phone_Q13_feat4,location_2:Smart_Phone_Q7_feat1,location_2:Smart_Phone_Q8_feat2,location_2:Smart_Phone_Q13_feat2,location_2:Smart_Phone_Q8_feat5,location_2:Smart_Phone_Q10_feat2,location_2:Smart_Phone_Q11_feat1,location_2:Smart_Phone_Q7_feat2,location_3,location_3:Smart_Phone_Q4_feat1,location_3:Smart_Phone_Q1_feat2,location_3:Smart_Phone_Q11_feat2,location_3:Smart_Phone_Q5_feat1,location_3:Smart_Phone_Q10_feat3,location_3:Smart_Phone_Q9_feat3,location_3:Smart_Phone_Q12_feat1,location_3:Smart_Phone_Q3_feat2,location_3:Smart_Phone_Q3_feat3,location_3:Smart_Phone_Q3_feat1,location_3:Smart_Phone_Q2_feat1,location_3:Smart_Phone_Q6_feat1,location_3:Smart_Phone_Q13_feat4,location_3:Smart_Phone_Q7_feat1,location_3:Smart_Phone_Q8_feat2,location_3:Smart_Phone_Q13_feat2,location_3:Smart_Phone_Q8_feat5,location_3:Smart_Phone_Q10_feat2,location_3:Smart_Phone_Q11_feat1,location_3:Smart_Phone_Q7_feat2,Relationship_1,Relationship_1:Smart_Phone_Q4_feat1,Relationship_1:Smart_Phone_Q1_feat2,Relationship_1:Smart_Phone_Q11_feat2,Relationship_1:Smart_Phone_Q5_feat1,Relationship_1:Smart_Phone_Q10_feat3,Relationship_1:Smart_Phone_Q9_feat3,Relationship_1:Smart_Phone_Q12_feat1,Relationship_1:Smart_Phone_Q3_feat2,Relationship_1:Smart_Phone_Q3_feat3,Relationship_1:Smart_Phone_Q3_feat1,Relationship_1:Smart_Phone_Q2_feat1,Relationship_1:Smart_Phone_Q6_feat1,Relationship_1:Smart_Phone_Q13_feat4,Relationship_1:Smart_Phone_Q7_feat1,Relationship_1:Smart_Phone_Q8_feat2,Relationship_1:Smart_Phone_Q13_feat2,Relationship_1:Smart_Phone_Q8_feat5,Relationship_1:Smart_Phone_Q10_feat2,Relationship_1:Smart_Phone_Q11_feat1,Relationship_1:Smart_Phone_Q7_feat2,Relationship_2,Relationship_2:Smart_Phone_Q4_feat1,Relationship_2:Smart_Phone_Q1_feat2,Relationship_2:Smart_Phone_Q11_feat2,Relationship_2:Smart_Phone_Q5_feat1,Relationship_2:Smart_Phone_Q10_feat3,Relationship_2:Smart_Phone_Q9_feat3,Relationship_2:Smart_Phone_Q12_feat1,Relationship_2:Smart_Phone_Q3_feat2,Relationship_2:Smart_Phone_Q3_feat3,Relationship_2:Smart_Phone_Q3_feat1,Relationship_2:Smart_Phone_Q2_feat1,Relationship_2:Smart_Phone_Q6_feat1,Relationship_2:Smart_Phone_Q13_feat4,Relationship_2:Smart_Phone_Q7_feat1,Relationship_2:Smart_Phone_Q8_feat2,Relationship_2:Smart_Phone_Q13_feat2,Relationship_2:Smart_Phone_Q8_feat5,Relationship_2:Smart_Phone_Q10_feat2,Relationship_2:Smart_Phone_Q11_feat1,Relationship_2:Smart_Phone_Q7_feat2,Relationship_3,Relationship_3:Smart_Phone_Q4_feat1,Relationship_3:Smart_Phone_Q1_feat2,Relationship_3:Smart_Phone_Q11_feat2,Relationship_3:Smart_Phone_Q5_feat1,Relationship_3:Smart_Phone_Q10_feat3,Relationship_3:Smart_Phone_Q9_feat3,Relationship_3:Smart_Phone_Q12_feat1,Relationship_3:Smart_Phone_Q3_feat2,Relationship_3:Smart_Phone_Q3_feat3,Relationship_3:Smart_Phone_Q3_feat1,Relationship_3:Smart_Phone_Q2_feat1,Relationship_3:Smart_Phone_Q6_feat1,Relationship_3:Smart_Phone_Q13_feat4,Relationship_3:Smart_Phone_Q7_feat1,Relationship_3:Smart_Phone_Q8_feat2,Relationship_3:Smart_Phone_Q13_feat2,Relationship_3:Smart_Phone_Q8_feat5,Relationship_3:Smart_Phone_Q10_feat2,Relationship_3:Smart_Phone_Q11_feat1,Relationship_3:Smart_Phone_Q7_feat2
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
