,scenario,count
0,Suppose you are at a park and you realize today is the last day to pay one of your bills online.,12
1,Suppose you want to find a route to home while walking on a street with your close friends.,11
2,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",11
3,Suppose you want to set up a reminder when you are at a park with close friends.,10
4,Suppose you want to purchase something online when you are alone at Starbucks.,10
5,Suppose you want to read a digital document when you are alone at home.,10
6,Suppose you are on a short vacation and you want to take a picture in front of an iconic monument when you are surrounded by many people.,10
7,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,10
8,"Suppose you want to find a route to home while walking on a street with people you know (e.g., acquaintances, colleagues).",10
9,Suppose you want to a view a text message when you are alone at Starbucks.,10
10,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at a park.",10
11,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",10
12,Suppose you want to browse the internet when you are alone at a restaurant.,10
13,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game.",10
14,Suppose you want to a send a text message when you are alone at Starbucks.,10
15,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a restaurant,10
16,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a restaurant.",10
17,Suppose you want to browse internet when you are with your close friends at a restaurant.,10
18,Suppose you want to read a digital document when you are in a park surrounded by your close friends.,9
19,Suppose you want to a send a text message when you are walking with a very close friend on a street,9
20,Suppose you want to listen to some audio when you are with your friends at Starbucks.,9
21,Suppose you want to set up a reminder when you are at a park by yourself.,9
22,Suppose you are alone at home when you realize today is the last day to pay one of your bills online.,9
23,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game with some close friends .",9
24,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",9
25,Suppose you are at your gym and you want to track the amount of calories you have burnt your workout.,9
26,Suppose you want to purchase something online when you are alone at a park.,9
27,Suppose you want to set up a reminder when you are alone at your home.,9
28,"Suppose you are at home with some people you know (e.g., acquaintances, colleagues) when you realize today is the last day to pay one of your bills online.",9
29,Suppose you want to a view a text message when you are with a very close friend at a restaurant,9
30,Suppose you want to a send a text message when you are alone at home,9
31,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",9
32,Suppose you want to take a click a photo when you are with your close friends and family members at Starbucks,9
33,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",9
34,"Suppose you are alone and relaxing at home, you have just read a new book that you loved and now you want a write a review for your close family and friends.",9
35,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",9
36,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are at home with people you are close to (e.g., friends, family members)",9
37,Suppose you want to browse the internet when you are with your close friends at a park.,9
38,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",9
39,Suppose you want to watch some video when you are with your close friends at Starbucks.,9
40,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a park.",9
41,"Suppose it is a regular working day, you want to track the total amount of calories you consume and burn off during the day.",9
42,"Suppose you want to set up a reminder when you are with people you know (e.g., acquaintances, colleagues) at your home.",9
43,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a park.,9
44,Suppose you want to read a digital document when you are at Starbucks.,9
45,"Suppose you are at a park, you have just read a book you loved and now you want to write a review for it to share with people you are close to (e.g., friends, family members)",9
46,"Suppose you want to listen to some audio when you are at home with people you are close to (e.g., friends, family members).",8
47,"Suppose you are at a coffee shop, you have just read a book you loved and now you want to write a review for it to share with your close family and friends.",8
48,Suppose you want to watch some video when you are alone at your home.,8
49,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",8
50,"Suppose you are at work with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",8
51,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",8
52,Suppose you want to a send a text message when you are with a very close friend at a restaurant,8
53,Suppose you want to call your mother for sharing an important update about your life when you are with a very close friend at a restaurant,8
54,"Suppose you want to find a route to home when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",8
55,Suppose you want to listen to some audio when you are with your close friends in a park.,8
56,"Suppose you want to browse the internet when you are at home with people you know (e.g., acquaintances, colleagues).",8
57,Suppose you want to check your social media when you are alone in a park.,8
58,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,8
59,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",8
60,"Suppose you want to a send an email when you are surrounded with people you are close to (e.g., friends, family members) at your home.",8
61,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",8
62,Suppose you have planned to meet a friend next week and you want put this on your calendar when you are alone at home,8
63,Suppose you want to find a route to a coffee shop when you are at home with your by your colleagues,8
64,Suppose you want to a view a text message when you are walking with a very close friend on a street,8
65,Suppose you want to browse through one of your social media profiles when you are at your home.,8
66,Suppose you want to purchase something online when you are with your close friends at Starbucks.,8
67,"Suppose you want to read a digital document when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",8
68,Suppose you want to set up a reminder about something when you are at Starbucks by yourself.,8
69,Suppose you want to check your social media status when you are at Starbucks.,8
70,Suppose you want to a send a text message when you are alone at a street.,8
71,"Suppose you want to read a digital document when you are in a park with people you know (e.g., acquaintances, colleagues).",8
72,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",8
73,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",8
74,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) at your home.",8
75,Suppose you want to a send an email when you are walking with a very close friend on a street.,8
76,Suppose you want to browse the internet when you alone at a park.,8
77,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,8
78,Suppose you want to read a digital document when you are at a park.,8
79,"Suppose you want to a view a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",8
80,"Suppose you want to a send an email when you are walking on a street with people you know (e.g., acquaintances, colleagues).",8
81,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",8
82,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at your home.",8
83,Suppose you want to purchase something online when you are alone at your home.,8
84,Suppose you want to call your mother for sharing an important update about your life when you are alone at a park,8
85,Suppose you want to call your mother for sharing an important update about your life when you are alone at home,8
86,"Suppose you want to take a click a photo when you are with people you are close to (e.g., friends, family members) at home",8
87,Suppose you are at a park with your close friends and you realize today is the last day to pay one of your bills online.,8
88,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) your home.",8
89,"Suppose you want to take a click a photo when you with some people you know (e.g., acquaintances, colleagues) at home",8
90,Suppose you want to browse the internet when you are alone at your home.,8
91,Suppose you are at sitting in a park and you want to play a digital/online game with some close friends.,8
92,Suppose you want to watch some video when you are with your close friends in a park.,8
93,Suppose you want to a send an email when you are alone at home,8
94,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,8
95,Suppose you want to take a click a photo when you are at Starbucks.,8
96,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are alone at home.",7
97,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",7
98,Suppose you want to find a route to home while walking on a street.,7
99,Suppose you want to a send an email when you are with a very close friend at a restaurant,7
100,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.",7
101,Suppose you want to a view a text message when you are alone at a street.,7
102,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,7
103,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",7
104,"Suppose you are at home with people you are close to (e.g., friends, family members) when you realize today is the last day to pay one of your bills online.",7
105,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",7
106,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)",7
107,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) in a park.",7
108,Suppose you want to a send an email when you are walking on a street.,7
109,Suppose you want to read a digital document when you are at Starbucks surrounded with your close friends.,6
110,"Suppose you want to set up a reminder when you with people you know (e.g., acquaintances, colleagues) at a park.",6
111,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members) at home.",6
112,"Suppose you want to purchase something (e.g., book, household items) online when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",6
113,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at your home.",6
114,"Suppose you want to set up a reminder about something when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",6
115,Suppose you want to take a click a photo when you are alone at home.,6
116,"Suppose you want to call your mother for sharing an important update about your life when you with people you know (e.g., acquaintances, colleagues) at a park",6
117,"Suppose you want to set up a reminder when you are at home with people you are close to (e.g., friends, family members).",6
118,"Suppose you want to read a digital document) when you are at home with people you know (e.g., acquaintances, colleagues).",6
119,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at a park,6
120,"Suppose you want to a send a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",6
121,Suppose you are at sitting at Starbucks and you want to play a digital/online game with some close friends.,5
122,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play a video game with some with some people you know (e.g., acquaintances, colleagues).",5
123,Suppose you want to listen to some audio when you are alone at your home.,5
124,"Suppose you want control some devices/appliances (e.g., smart lights) when you are with people you know (e.g., acquaintances, colleagues).",5
125,Suppose you want to find a route to home when you are at Starbucks with your close friends.,5
126,Suppose you want to listen to some audio when you are alone at Starbucks.,5
127,Suppose you want to watch some video when you are alone at Starbucks.,5
128,Suppose you want to listen to some audio when you are alone in a park.,5
129,Suppose you are at Starbucks with your close friends and you realize today is the last day to pay one of your bills online.,5
130,Suppose you want to a view a text message when you are alone at home,5
131,"Suppose you want to find a route to a coffee shop when you are at home with people you are close to (e.g., friends, family members)",5
132,Suppose you are on a short vacation alone and you want to take a picture in front of an iconic monument.,5
133,Suppose you want to find a route to home when you are alone at Starbucks.,4
134,Suppose you want to a send an email when you are at Starbucks.,4
135,Suppose you want to watch some video when you are alone in a park.,4
136,Suppose you are at sitting in a park and you want to play a digital/online game.,4
137,"Suppose you have planned to meet a friend next week and you want put this on your calendar when you with people you know (e.g., acquaintances, colleagues) at a park",4
138,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) in a park.",4
139,Suppose you want to set up a reminder about something when you are at Starbucks with close friends.,4
140,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members).",4
141,Suppose you want to find a route to a coffee shop when you are alone at home.,4
142,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)",3
143,no_values,1
