,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Laptop_Q1_feat1,Laptop_Q1_feat2,Laptop_Q1_feat3,Laptop_Q1_feat4,Laptop_Q1_feat5,Laptop_Q1_feat7,Laptop_Q2_feat1,Laptop_Q2_feat2,Laptop_Q2_feat3,Laptop_Q2_feat5,Laptop_Q3_feat1,Laptop_Q3_feat2,Laptop_Q3_feat3,Laptop_Q3_feat4,Laptop_Q3_feat6,Laptop_Q4_feat1,Laptop_Q4_feat3,Laptop_Q5_feat1,Laptop_Q5_feat2,Laptop_Q5_feat3,Laptop_Q5_feat4,Laptop_Q5_feat6,Laptop_Q6_feat1,Laptop_Q6_feat2,Laptop_Q6_feat3,Laptop_Q6_feat4,Laptop_Q7_feat1,Laptop_Q7_feat2,Laptop_Q7_feat3,Laptop_Q7_feat5,Laptop_Q8_feat1,Laptop_Q8_feat2,Laptop_Q8_feat3,Laptop_Q8_feat5,Laptop_Q9_feat1,Laptop_Q9_feat2,Laptop_Q9_feat3,Laptop_Q9_feat4,Laptop_Q9_feat6,Laptop_Q10_feat1,Laptop_Q10_feat2,Laptop_Q10_feat3,Laptop_Q10_feat4,Laptop_Q10_feat6,Laptop_Q10_feat7,Laptop_Q11_feat1,Laptop_Q11_feat2,Laptop_Q11_feat3,Laptop_Q11_feat5,Laptop_Q12_feat1,Laptop_Q12_feat2,Laptop_Q12_feat3,Laptop_Q12_feat5,Laptop_Q13_feat1,Laptop_Q13_feat2,Laptop_Q13_feat4
Q1_feat1,1.0,0.0421991268842377,0.09888185152732147,0.03060887632214922,0.16705047925524394,-0.1777162649313781,-0.0035786526093789005,0.2953023199047872,0.20783149441733081,-0.08252615565200512,0.06841702877233076,0.08338415502090478,0.08434372578140428,0.4871952696822923,-0.140472862475592,0.035781698182274065,-0.035781698182274065,0.004663544437005115,0.08770807164732658,0.24169778986598778,0.23241627056252498,-0.09806355233229515,0.17679630202317861,0.10523160823294511,-0.02394662898484478,-0.07800729903378593,-0.0591566646439917,-0.05327746197123869,-0.001753869886600754,0.09372492867184812,0.29478949367881,0.025811482768576782,0.10898220340849166,-0.11714418958109372,0.05579334776345084,0.017337526117170477,0.08423358422589634,0.5124769172983229,-0.15212892128108707,0.08845913313937386,0.46761710969739195,0.06737006006809794,0.22742222459732594,-0.013969379910306617,-0.14776011039375825,0.13566592982481143,-0.055405473030777995,0.4928779783431751,-0.09124462840572066,0.029022133953560802,0.09247195069075563,0.07316690077595503,-0.02441534641437514,-0.013062174613188895,-0.05255406400370018,0.09683068929835315,0.1614481396804072,0.01958482192732942,0.05508000723813929,0.0579243429254197,0.02743673256787358,-0.07659554019240578,-0.013969379910306738,0.04169430584446045,0.07902477342790377,-0.020512409471855196,-0.0012120899564142887,0.03511703263732627,-0.015835171952773928,0.122544883165033,-0.0641356397873068,0.019584821927329393,-0.07658164978197968,-0.0036480269311583483,0.061810359844350106,0.09196682808197452,0.15423066952727224,-0.049948815816446585,0.06413373594364859,0.04967930558878704,0.058446415463333706,-0.05824939787093776,0.061178645694817,-0.009317574264338858,-0.02417283276852828,-0.03083482630555736,0.10832344165472606,0.046198196242066086,0.10652765652134139,-0.1066089319854154,0.017635792601429504,0.0584464154633338,0.03029839896533458,0.1830593586227519,-0.09806355233229545,0.07431948980807848,0.039671002401437144,0.0217001240365194,0.0919668280819743,-0.033209910196030076,-0.06413563978730676,0.06117864569481707,0.014371015183351028,0.15423066952727227,-0.0878047840937171,-0.020267523715105394,0.08414514116360579,0.07766312056442658,-0.036680649633752525,0.025846439821800016,0.014681762505664902,-0.10757355581829948
Q1_feat2,0.0421991268842377,1.0,0.02446349089484454,-0.0901082692230357,0.3396381736832413,-0.47709421128788354,0.12234587577484018,-0.06971155462381709,0.04993576892448025,-0.0374384999968127,0.18797129169712423,0.168487463354084,0.33520405863403746,0.10672318986417971,-0.34067313474001626,0.1313274282187593,-0.1313274282187593,0.07780759317974988,0.16424689247709845,0.004108986962610076,0.05944766366410203,-0.316752151630565,0.16296078429325975,0.034249728967968913,0.06684693927669111,-0.23166183045398372,-0.06578970006149251,0.013532671113647725,0.12082587111313162,0.08142294935120226,0.030947922993656923,0.15708619227350454,0.20362559006703865,-0.12406192097421927,0.18493949565199916,0.12205188051847707,0.38092260311497916,0.055197366038435815,-0.35979452138243256,0.17079652661244293,0.13299326165314315,0.40762618122075633,0.15040313427170574,-0.14670458320579424,-0.36808190439613137,0.2587338324289238,0.435423449474879,0.045212701884185816,-0.3187950234492292,0.03270516408388391,0.05607029512341476,0.09798985818274587,-0.03081706599983488,0.07270271206504501,0.04386086150222245,0.028534208105678947,-0.09288027260083864,0.04738833666629222,0.028273342412847707,0.06654350245210017,0.0938125184965903,-0.2660913048440456,-0.010990354701001445,0.047099252189540745,-0.03015224250008985,-0.14630105498241944,-0.006159662478287547,0.08488685903172276,0.049077990992743396,0.06303212139169637,-0.23738412968568712,-0.05970766162286714,-0.08310221127793045,0.000996222936168029,-0.014543392314351707,-0.048155060092902095,0.05745049484516525,-0.20541071665692456,-0.10997649753819323,-0.019084774863152458,0.12169102749412923,-0.1673470636455193,-0.03293366205057728,-0.0014589084946483534,0.05463711503601593,-0.10086901268015613,-0.08156853731149523,-0.04902030150092065,0.0671959672778072,-0.0667817460372583,0.05499502038954803,0.039099892942249664,0.07015016416006759,0.012475700227113294,-0.26746279533864886,-0.011780310654644252,0.011102729089799913,0.0671488572531287,-0.0034298475849644278,-0.0954101013636374,-0.2373841296856874,-0.006159662478287546,0.04739174824914058,0.05745049484516524,-0.24017020995635935,-0.00895481007476098,0.06791885598961137,0.05873716503937467,-0.19509458974797014,-0.03992973029471781,0.052819159683006975,-0.15228206456003637
Q1_feat3,0.09888185152732147,0.02446349089484454,1.0,0.30064068838037167,0.1240305421477221,-0.08213200295653945,0.29039428741616474,0.4350066697444814,0.22855607172039977,-0.2663837521937682,0.11668793761751682,0.10263209658661952,0.07219073130268353,0.18472708384931225,-0.0792197923914523,0.11638047137976605,-0.11638047137976605,0.10222503212676019,0.13110666128041157,0.3374892116134215,0.30936177281256394,-0.06301422549175484,0.013471720931937126,0.28899086965581766,0.14476667376295446,-0.0390947933695659,0.31090420768204263,0.33788161124525923,0.23040032207297023,-0.2552245747614142,0.30019096323269384,0.16041035642345655,0.21446677971182354,-0.15140198937743624,0.2222181115174248,0.25452961160493687,0.04365706163369778,0.20413552735931914,-0.11238109697484812,0.21281721772916176,0.11920095660279598,0.10903198343938286,0.20281159302211593,0.06516059320338599,-0.053128888360737474,0.23435607559190616,0.06211666136480728,0.21717216031345865,-0.12123187385972448,0.21754108039970518,0.3733511945540772,0.23593259366273167,-0.2099083082328242,0.18162742391551268,0.2623638880954285,-0.22819505245095026,0.2407878503743068,0.30844451607089735,0.4505517122660471,0.1846414758230653,0.2582551833905506,0.009101237716573929,0.22227859160800098,0.3241180104071936,0.23707041881076427,-0.0036119465812942627,0.2774479339996539,0.19636607346900636,0.23059440559440578,0.2965863598057799,0.018349947441221065,0.2774479339996535,0.014506821131822155,0.19755054630871072,0.23024338162150035,0.2925667680669348,0.25764311588905686,0.029404920835164213,0.20665494368691142,0.38412398969371164,0.22936288393138157,-0.023455908647889323,0.24645135192840995,0.3006412794051373,0.28576909141872286,-0.008538553219879227,0.22481117639145623,0.30141736882175557,0.3045366479261084,-0.0106137702698468,0.20654261983279576,0.3249796360562294,0.23665969941011614,0.2671015416820695,-0.005951343518665749,0.31301349773679843,0.26613410897751744,0.22980824685099355,0.344345685759564,0.12817229451137627,0.018349947441220718,0.2774479339996535,0.2244068757902115,0.3337225142403545,0.06154127901805424,0.21377657801005326,0.2883849667071359,0.24439963934583614,0.01934715335275383,0.2189796275123729,0.2810968574432639,-0.012307650814305415
Q1_feat4,0.03060887632214922,-0.0901082692230357,0.30064068838037167,1.0,0.0729553997882162,-0.10001786192744475,0.06794296817025804,0.2028024880411222,0.297390655732955,-0.13837389257852795,0.1486707835914925,0.1584339904571465,0.111518938707822,0.16395662577176578,-0.016242643815253578,-0.22694822171605838,0.22694822171605838,0.13643197503275356,0.0771376978999847,0.21968105092341894,0.2665083166972237,-0.027101493275937937,-0.15664303222554382,0.21114549783984832,0.22305515197601983,0.052217802778300224,0.27649159448633726,0.26281170023038086,0.228859128930133,-0.2550826990863837,0.2157969143314499,0.0994764077740281,0.2400668364433502,-0.06872962070612663,0.1514671480492303,0.2666594797462258,-0.03526199951826735,0.19854454645468295,-0.018826516234713726,-0.005709389225561182,-0.012056421036710303,0.12925845845354336,0.18455116163233848,0.09575061100198105,0.025555792775936656,0.04710506480887592,0.03419861924093453,0.25595976886841304,0.018709187625119576,0.17056194013414644,0.23165252423848565,0.2726560143797229,-0.18155296885560135,0.2806836867670837,0.22470398463486038,-0.25463649304399355,0.1400910659833948,0.3055133662293469,0.22107510245315773,0.46814114542019514,0.19812134787875563,0.044745883837741744,0.36908422909870603,0.2133018063959591,0.2103627194080734,0.14923546563552934,0.33247529297292244,0.3844332877702568,0.3502152277895772,0.24016392155185856,0.05864899475300415,0.33247529297292316,0.17192771207640797,0.3760624744012564,0.2493302415191301,0.27520848465377007,0.20786747597990893,0.009337796772535024,0.22239450593204468,0.32718718048142453,0.3513925603045168,0.08373089542996655,0.2785514394857726,0.35014708273521794,0.26673423826962145,0.21036271940807413,0.1701115027406283,0.27702735400886785,0.2729799427707956,0.2467359771914881,0.2117689347461551,0.26822171713466764,0.383422237599164,0.21305924688894118,0.12180446416151941,0.20196028802677224,0.2685487890871335,0.40716747842238266,0.36528676376735303,0.0969861996143764,0.05864899475300406,0.2785514394857728,0.3527018862429458,0.20786747597990893,0.08545577566411945,0.39211290891721284,0.3075890592196796,0.2861956715808088,0.11499707579577673,0.3346365369973581,0.3177851914727791,0.15479764196894413
Q1_feat5,0.16705047925524394,0.3396381736832413,0.1240305421477221,0.0729553997882162,1.0,-0.22369665381056933,0.08720202573319105,-0.02606306246114279,0.2054119921518131,-0.10271235966843739,0.22670309351268425,0.28584106246176544,0.3066717390196176,0.11911777895401603,-0.18549838534742888,-0.07596569288345517,0.07596569288345517,0.04709185015294883,0.11459213776984271,0.03928056272270679,0.09288775725838475,-0.1341769518452395,0.07549213035667197,0.037984087909294625,0.12399953423437611,-0.11539889654497942,-0.007169142366809314,-0.020329685252028985,0.1365283538755816,0.10119946726622793,-0.024544749825798077,0.2024430103227075,0.24642027353848844,-0.12060890604732806,0.26563822776514234,0.07315509738543641,0.33907481148983126,0.15636628579346584,-0.19476818159327494,-0.005053333986794644,0.10718855832280232,0.3241643638025331,0.15938189252230656,-0.026696219300657145,-0.1486317888800806,0.2337738959455648,0.29035584505253986,0.15187996646760688,-0.16284923677701882,-0.10466867469879548,0.018020657544734565,0.05791710552990499,0.17002042242934778,-0.06526224028921752,-0.0721737302606763,0.18551266757480506,0.013551198205014917,0.12605107504803834,0.053073417596319235,0.14628317287899925,0.2000808181912388,-0.10855451230314352,0.09704265499338412,-0.036185875790599314,0.02241523301501403,0.009482007334568141,0.04467948996752244,0.09140087803193456,0.12403054214772216,0.13443321448446607,-0.09382318094228323,-0.016349198842864638,0.09124053590221683,0.1335441863509946,-0.04797349925094112,0.013551198205014943,0.12252887139502594,-0.07719318897886612,0.06468083574651895,-0.03989438885781305,0.12999706607968417,-0.03618587579059904,0.06502238623765146,0.013794409006311379,0.10385043177512432,0.04928054905506755,-0.0035985953824905497,-0.005860328907210223,0.08102668569786593,0.07238929610409227,0.13263938536442627,0.04632669383491232,0.1917412534035759,0.10310081670896669,-0.13417695184523953,0.06789422073858396,-0.04386646309650031,0.17941483774458436,0.04753343370374469,-0.05778894066168923,-0.09382318094228353,0.1260510750480383,0.11591851641155168,0.07259835630155284,-0.08223829676909808,0.06979830622534483,0.041802751255154535,0.11279445960085668,0.011927894930631518,0.12112977372511333,0.09479557766895996,-0.03885907167674589
Q1_feat7,-0.1777162649313781,-0.47709421128788354,-0.08213200295653945,-0.10001786192744475,-0.22369665381056933,1.0,-0.10932625396113944,-0.07737803317311925,-0.02021167298283899,0.12015608232850351,-0.07566930352384925,-0.158041502653002,-0.2573878140152325,-0.1231648822391755,0.4590104914589727,-0.11692062494089321,0.11692062494089321,-0.1371038096104502,-0.09893777385727984,-0.03914332019129401,-0.059079931571013544,0.4991524831176206,-0.11332603294452888,-0.0637300469570576,-0.023979893697083116,0.2548974089077648,-0.03957000671529883,-0.014459298408300441,-0.06254555197923052,0.10091494311754945,-0.03777741477396849,-0.17361277347724127,-0.11547928457066142,0.18759885477864457,-0.12272858121158972,-0.08663382685290301,-0.26887465209967254,-0.06782684502572014,0.4121027655996495,-0.04417879911122506,-0.13638247811399618,-0.29612812334394034,-0.11796864863783232,0.17358946391134522,0.4453253291204408,-0.20497409356485255,-0.2666442904870245,-0.0638839383439626,0.42792152566381303,-0.04797349925094084,-0.02316939018442901,-0.10056126913968318,0.10402426282079012,-0.09419999065642114,-0.08132307353771169,0.12015608232850367,-0.041039919543928216,-0.07370358194190448,-0.037004714563909115,-0.07977393031014317,-0.04475740952106077,0.4724976557107906,-0.07245473276299651,-0.04293299975900203,-0.053091663033629444,0.2777622194482371,-0.025163445147842186,-0.07737803317311927,-0.08213200295653965,-0.03007226024117346,0.4056413770309411,-0.07370358194190442,0.18852322376799666,-0.046958868964605376,-0.04823151125401933,-0.04103991954392821,-0.027409298526252672,0.44914703851685905,-0.05151226615221842,-0.06329249144191737,-0.07119266884925679,0.3458491647252929,0.023376691646220187,-0.02703716271548291,-0.015066586935600193,0.13921813862151736,-0.042932999759002034,-0.06991658489452085,-0.0498935699543348,0.19961482319476773,-0.05762688740437124,-0.07119266884925703,-0.08095744438326107,-0.03253262547516928,0.40979295017069745,-0.03906806428886762,-0.05463526422700183,-0.08788576389948081,-0.041039919543928174,0.10851702550759043,0.40564137703093994,-0.07370358194190443,-0.08901543842191685,-0.02740929852625268,0.43832129422508803,-0.034148840343289376,-0.0058471468428326415,-0.06862560865194853,0.2545434213274697,-0.04075340911801252,-0.08329806891918877,0.3005636412623533
Q2_feat1,-0.0035786526093789005,0.12234587577484018,0.29039428741616474,0.06794296817025804,0.08720202573319105,-0.10932625396113944,1.0,0.17246443402698267,-0.1811172110203494,-0.6298084339427245,0.2867526044643382,0.023194229993277277,0.03821986116038754,-0.04739856554130965,-0.13254755746713662,0.18904400953056744,-0.18904400953056744,0.09034624396464408,0.10861772217726284,0.12724782751884336,0.17098671819718322,-0.05292842536845737,0.003044527044586648,0.1615629768030464,0.08912487234727916,-0.06343747056260524,0.33115593174583857,0.2694650131386302,0.1640381856559841,-0.262064202881444,0.2413641719729929,0.07919535403367758,0.09873045707111817,-0.18913805375666526,0.13190647707127107,0.19597877123466087,-0.15095332765489514,-0.02971415648811794,-0.04839624207945655,0.1875891665418758,-0.13900051648406056,-0.0027752172771268674,0.025560177698699563,0.14965520594620924,-0.030044680033163525,0.19054036999857296,-0.029033862034692923,-0.01169368641011849,-0.09942701588989795,0.30275672092201494,0.19239691808685064,0.08663661461754088,-0.21363199662004384,0.11405079428203249,0.07627805867005867,-0.13787483497157216,0.13632863526002614,0.0556965075146567,0.21788472864683267,0.03514349521732268,0.13395256934292324,-0.02709642583484417,0.1283505783748276,0.11813418197343022,0.090580563502836,-0.12436577968932479,0.18178721202700637,0.051118954546127506,0.0585529706055454,0.17706625600715925,-0.05873276138799613,0.11874185977083147,-0.10805235991054508,0.0325064882410133,0.04194861357422337,0.17143379726221308,0.1613866676765882,0.006645333374918313,0.07521418462223578,0.1582742269892584,0.05183461761726662,-0.050186374509691496,0.09772674235210631,0.08868228822391247,0.10228579777104636,-0.07593784083132499,0.18546240456667865,0.12659546174170297,0.20575025814059145,-0.14039143110512808,0.13274539013025952,0.09505222719074259,0.007908710534298431,0.14782307559404895,-0.052928425368457925,0.2300337858743838,0.10523937646975526,0.05806077236388007,0.17143379726221336,-0.02861291363430099,-0.011572957908964723,0.13975697718955676,-0.003909715080534189,0.16138666767658816,0.00025134858411606935,0.09440269922170373,0.07326406425032195,0.02554461605976199,-0.060417776083455756,0.043181141746868115,0.012548864096328298,-0.027288321657647493
Q2_feat2,0.2953023199047872,-0.06971155462381709,0.4350066697444814,0.2028024880411222,-0.02606306246114279,-0.07737803317311925,0.17246443402698267,1.0,0.14650664869507518,-0.28694317003370895,0.048641127016992074,0.15707744281077646,-0.03548136940772483,0.21532677473915984,-0.02635897014043366,0.11825921424116122,-0.11825921424116122,0.06276485275574131,0.23327959328903575,0.39764701229322397,0.295356663807239,-0.059366832111223476,-0.008919319039087329,0.3034723057554497,0.16251553661476398,-0.058962082387140784,0.2724262023778235,0.28173274311093927,0.16520048686430097,-0.27200850883455396,0.3583193679209265,0.09542968402707612,0.14490787740058023,-0.17743101825607413,0.08588762554304596,0.29791720202134425,-0.1504186544800676,0.28266013934701395,-0.03485637768580092,0.14019332548589009,0.2778515543472994,-0.03908357625230721,0.18637700649828476,0.1140196070076665,-0.045876131516836734,0.11325437962788625,-0.07864028108693936,0.2967291118673594,-0.11421472287874149,0.13055552486296082,0.39040458496539004,0.2046392143285381,-0.20991321497219145,0.08359249815670977,0.2117735341189329,-0.18700356166726753,0.3677758888977187,0.23867566941877646,0.29903293211579446,0.11600678571420953,0.17828386222781492,0.015326292468843978,0.1798079112280192,0.45089322392802295,0.21477819689055838,-0.038619983455439544,0.20622851836351327,0.18812260536398548,0.136705924400137,0.24301217456323354,0.02456924559003275,0.2711228204740397,-0.04133886934190906,0.1102104239421705,0.389756018946082,0.25937178421358154,0.27458609669536316,0.03566687732875711,0.2695296747449585,0.3030417790138915,0.18605946791536854,-0.01690052395204055,0.2062285183635132,0.2640268721635851,0.1714283265311374,-0.04232471199434488,0.29496197463466933,0.26027013325851334,0.23707619004508598,-0.0703663124532107,0.14674774273326407,0.3195146638238624,0.08122150166578354,0.35291895090419184,0.0003664619266126332,0.27786835906101925,0.2883276422147568,0.14273621686733448,0.2593717842135811,0.049632163538421106,0.02456924559003276,0.2062285183635133,0.19454985634862013,0.3542258364842316,0.007373518832321619,0.17700390207361652,0.27544029323564245,0.13055489858490804,0.028230835326951878,0.12742819511726816,0.22055285108066836,-0.0059195013835054815
Q2_feat3,0.20783149441733081,0.04993576892448025,0.22855607172039977,0.297390655732955,0.2054119921518131,-0.02021167298283899,-0.1811172110203494,0.14650664869507518,1.0,-0.45673584992096883,0.07984438380942098,0.13172567571456106,0.12987362573559438,0.20791976840363932,-0.08333248120343485,-0.0042711196499505555,0.0042711196499505555,0.061767749144715556,0.1121315465499302,0.22095921991991327,0.2503909979008387,-0.09449592585963959,0.005047216593278983,0.1091110399270391,0.16024497379335267,-0.03191716844040266,0.03738709566929544,0.0974854562126881,0.09022794192793294,-0.04657947371553537,0.1289840706201313,0.015509576651561151,0.1995568261798808,-0.016171077398087392,0.22205066299028658,0.06440340125420864,0.13582808613157535,0.2471271386472766,-0.09026481193548105,0.004271119649950569,0.0947773001875698,0.18915926688083334,0.14718457333659019,0.10496426214934478,-0.13951762467455583,0.18758524076382302,0.12521150526181443,0.28431016260055963,-0.15728839597649755,0.061588303488816686,0.198141825962655,0.20965706152785135,-0.08856435671400982,0.07216883933240954,0.0842161292253921,-0.01621547396169104,0.21375352601563868,0.24085722198936727,0.1249176911648796,0.15477727714052994,0.17966824696111874,-0.03347381237526455,0.15329526421246084,0.11947349898775368,0.2736623760410839,-0.0021824577181922206,0.07399742217766823,0.16944669070976978,0.22855607172039957,0.13717738551917769,-0.023300465004453177,0.12167165069529642,0.1278302325069986,0.20640490170324924,0.11705927269227658,0.21375352601563874,0.22254150718892682,-0.01148601327426711,0.19185787395381243,0.1355991307257937,0.18585894591486563,0.0049194970171427465,0.12167165069529637,0.13796974510121737,0.18733402640322233,0.11626305601745347,0.15765816631129062,0.1448160119685798,0.172124856139422,0.09234538384179598,0.17500733189555653,0.1613484214940553,0.28067495262780506,0.2641388103793564,-0.05061320245473605,0.10871819731838893,0.16738349303060834,0.1924570998069843,0.134115069465812,0.06811579719639298,-0.023300465004453284,0.12167165069529642,0.24771122334551957,0.22254150718892685,-0.04248000594280639,0.17718286876922074,0.1722851849041944,0.22885485262162014,0.03268744769054235,0.21356195535061895,0.24264275564956134,-0.05806830774417458
Q2_feat5,-0.08252615565200512,-0.0374384999968127,-0.2663837521937682,-0.13837389257852795,-0.10271235966843739,0.12015608232850351,-0.6298084339427245,-0.28694317003370895,-0.45673584992096883,1.0,-0.2046704760975261,-0.06639823493704873,-0.04088117933095814,-0.016215473961691335,0.16739777167563052,-0.16704350391436187,0.16704350391436187,-0.06877911031571363,-0.06578430990224768,-0.13885858760141576,-0.0942230736809723,0.1304230011784243,0.08278473032917173,-0.22681914690515262,-0.1318094307976307,0.10205201511643225,-0.24725438313234221,-0.22711922686355515,-0.08586729438464367,0.26481087786975493,-0.19205930393353915,-0.019918996290584,-0.09857414683412699,0.17138618591010155,-0.14068797291047225,-0.1673231238466857,0.14275378245452622,-0.021286104039508067,0.09621923470010045,-0.039752124982151915,0.09558292166572506,-0.02335525738650046,0.028396140065248567,-0.14235188552630193,0.1182822454042286,-0.2162324875472242,-0.004407019675156351,-0.08401467804885164,0.2271891161947229,-0.20296454305739073,-0.2606171698807271,-0.1000825364294225,0.23014900507390554,-0.08194128277969696,-0.12111311084315486,0.14277864992150663,-0.15218950558637456,-0.2317779955912504,-0.13722563972909765,-0.10060545457319064,-0.13395866584751598,0.09545274518694885,-0.20551892002935224,-0.1592096690069937,-0.14202379711255864,0.14711472473908488,-0.14869979156404117,-0.14702771832069086,-0.15181765296531313,-0.11151782139997142,0.12152583101278848,-0.16946934257084353,-0.012420551719187987,-0.13214979772839597,-0.11905541592549498,-0.15218950558637465,-0.10164268442862696,0.051290462296291826,-0.10648962448798639,-0.21116619980030485,-0.1572243018648598,0.10695623917905724,-0.10716068955043566,-0.1549209342794384,-0.11549288433802625,-0.004879964592730181,-0.15920966900699374,-0.2159284294044827,-0.15602314899148362,0.07348918360427971,-0.16266205862077937,-0.1999369038714799,-0.14578575317322298,-0.12064166405572838,0.13042300117842404,-0.1448772184354618,-0.17586486417937822,-0.14429146252673666,-0.11749455536178838,0.023041793908145206,0.07491710053023709,-0.14869979156404117,-0.16814046945726535,-0.10164268442862696,0.073281398081637,-0.15917220134258425,-0.10964213008277554,-0.07843848422661034,0.0261239040435771,-0.14489380558504542,-0.17664481427759424,0.10943802192586438
