,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Smart Phone_Q1_feat1,Smart Phone_Q1_feat2,Smart Phone_Q1_feat3,Smart Phone_Q1_feat4,Smart Phone_Q1_feat5,Smart Phone_Q1_feat7,Smart Phone_Q2_feat1,Smart Phone_Q2_feat2,Smart Phone_Q2_feat3,Smart Phone_Q2_feat5,Smart Phone_Q3_feat1,Smart Phone_Q3_feat2,Smart Phone_Q3_feat3,Smart Phone_Q3_feat4,Smart Phone_Q3_feat6,Smart Phone_Q4_feat1,Smart Phone_Q4_feat3,Smart Phone_Q5_feat1,Smart Phone_Q5_feat2,Smart Phone_Q5_feat3,Smart Phone_Q5_feat4,Smart Phone_Q5_feat6,Smart Phone_Q6_feat1,Smart Phone_Q6_feat2,Smart Phone_Q6_feat3,Smart Phone_Q6_feat4,Smart Phone_Q7_feat1,Smart Phone_Q7_feat2,Smart Phone_Q7_feat3,Smart Phone_Q7_feat5,Smart Phone_Q8_feat1,Smart Phone_Q8_feat2,Smart Phone_Q8_feat3,Smart Phone_Q8_feat5,Smart Phone_Q9_feat1,Smart Phone_Q9_feat2,Smart Phone_Q9_feat3,Smart Phone_Q9_feat4,Smart Phone_Q9_feat6,Smart Phone_Q10_feat1,Smart Phone_Q10_feat2,Smart Phone_Q10_feat3,Smart Phone_Q10_feat4,Smart Phone_Q10_feat6,Smart Phone_Q10_feat7,Smart Phone_Q11_feat1,Smart Phone_Q11_feat2,Smart Phone_Q11_feat3,Smart Phone_Q11_feat5,Smart Phone_Q12_feat1,Smart Phone_Q12_feat2,Smart Phone_Q12_feat3,Smart Phone_Q12_feat5,Smart Phone_Q13_feat1,Smart Phone_Q13_feat2,Smart Phone_Q13_feat4
Q1_feat1,1.0,0.02058482223974116,0.09489728646579391,0.049433678496652214,0.18051353149708677,-0.17461027738307744,-0.0019179662559639203,0.26747340378536216,0.18751902593511183,-0.06541462403545456,0.051453529259007,0.0725847893114082,0.09022049772325762,0.5135873511614619,-0.14778694657899102,0.04007901766985443,-0.04007901766985443,-0.0050093574258242846,0.08551260841174438,0.24507381492245234,0.22743632464726377,-0.09796065529289652,0.18946273273025416,0.10013661201292177,-0.033190782069103086,-0.090294098831926,-0.0655106447981718,-0.08013653639693778,-0.011449695210313133,0.10222663083250831,0.2972288642186787,0.03841153408027682,0.12182103157442738,-0.12040039218213329,0.05629422803785031,0.0028117189229093092,0.09677074101728343,0.5189716332385113,-0.14498746739074872,0.07741728187552736,0.46240391331638936,0.06585601980945982,0.21278627183987947,-0.03225827172296936,-0.14709932354221963,0.1217642240946859,-0.034532214756177695,0.4769892399331406,-0.0781783454907652,0.005442133227654499,0.08634230146042476,0.039331624735711224,0.00714348145637674,-0.006734305766937946,-0.05304597182200545,0.09063463514902408,0.43135813438942366,-0.08550009701434678,0.10970018503591138,0.1345462800645327,0.01758000755532498,-0.1325855022951571,0.05469616922525313,0.12037003738558752,0.06940504269232714,-0.12235446884443155,-0.05205934431222553,-0.0022331574667016994,0.07788853547360569,0.2575330530778346,-0.12131935302026142,-0.004218876700043351,-0.11837064639613828,-0.008106327351122353,0.05611241317695906,0.10783574572939425,0.20241198912079325,-0.10619387460246076,0.04893397962358693,0.06140756367001194,-0.024293062336762816,-0.07996136740748462,-0.03566511260233604,-0.04464551965589916,-0.013476721712196925,-0.029097078925912522,0.16651415754081,0.06488268580699233,0.06140756367001197,-0.1876026168878988,0.05863043388878813,0.018958575316835573,0.04069800976491908,0.24654268389514072,-0.14212330987337635,0.032811549231331436,0.21009169715223855,0.006467900449940017,0.06198491787433818,-0.04007316022734399,-0.12883260161981044,0.052348138202980427,-0.020484874601303372,0.22773968467822459,-0.14665082888144146,-0.026760813038686125,-0.0009579317514033054,0.06501043656460762,-0.06605514966180659,0.12623571420175486,-0.05116241050816311,-0.08261792499849015
Q1_feat2,0.02058482223974116,1.0,0.020711629524809733,-0.08953823035482647,0.33527199580058087,-0.49320215469290823,0.12294070294719284,-0.06291646950683492,0.025156667871679035,-0.031927213562483056,0.17013813813358442,0.17645326325587513,0.3096709286878669,0.07973527681213048,-0.31884260838055384,0.10327012507645741,-0.10327012507645743,0.08098953490591165,0.1625773531646949,-0.005979283422059495,0.052399095850708045,-0.329485125078575,0.15118251433678523,0.051477343008944354,0.04841828117620423,-0.2009550631565015,-0.04913191660549898,0.02836330120872995,0.11222205143093895,0.0625919136870543,0.011173446441318515,0.13335750309462374,0.20015429279466393,-0.0913483551513113,0.15359063006090978,0.10600660403269406,0.3537818638167369,0.03695066197906154,-0.32801802532493174,0.18189968151312944,0.12429472848279248,0.37141196074291033,0.15925263741603984,-0.139792174792864,-0.3141878045622469,0.26525720568073263,0.4046560118572515,0.03086904489283907,-0.31069127850384365,0.03342371804250195,0.057131549844033055,0.10978647732752883,-0.035748382964336516,0.07028657136989712,0.030477673745463358,0.02058482223974111,0.026248503799611033,0.2517026995913881,0.06028128519451477,0.060613220118325296,0.24002260958622162,-0.3744994647110633,0.09819278012083212,-0.014866372859038865,0.04739964089579127,-0.03394834575683955,0.1489727987588541,0.1860671070325573,0.21497353406743896,0.054621934217875236,-0.34952310598140146,0.1291972306918518,-0.14727257073944258,0.12406372541126234,0.08455056473316591,0.011653083243014882,0.07166070389138682,-0.22141423727122728,0.010697935171573797,0.06114553624479075,0.19250231640991453,-0.16871564505192088,0.04792967018577119,0.09419496165240837,0.09681866052813087,0.0544317718094711,-0.025841444886991857,0.17072274488595238,0.12065178197363527,-0.04690471600275944,0.07533670176966982,0.12566329395568382,0.2172086886755602,0.0009801834990979558,-0.2276085964755516,0.14412296172903408,0.11453115002716256,0.25745312022436495,0.11914881432693022,-0.09247300497798255,-0.28725932903870405,0.12183579532486837,0.2155401299856085,0.06474839350662627,-0.26733389790376894,0.1264997629756527,0.10772430387244936,0.05221668760879651,-0.0541743567473677,0.05494924677206277,0.10065175225169898,-0.014073451932632252
Q1_feat3,0.09489728646579391,0.020711629524809733,1.0,0.3005016336719359,0.11019664255268655,-0.0790952501312768,0.2936469644292119,0.41812542625666177,0.21055489347701428,-0.2606357179097393,0.12017138176858198,0.08414489122174793,0.05848703874052311,0.16664163374823632,-0.07909525013127701,0.1124716646923197,-0.11247166469231958,0.08473826140318608,0.11894759371059503,0.33499452426248005,0.3105922471959921,-0.06005879851395693,0.017887561054879157,0.2609966974628041,0.13291164443524364,-0.03948621476150767,0.31187826746704395,0.3324963116490555,0.23026747702715455,-0.2503179293643644,0.2929408618289836,0.16727366732147192,0.2002818732550111,-0.15780666387393985,0.20877881652239905,0.24666621050990328,0.04993549229236399,0.19654396199555949,-0.11094940685121517,0.20294658794527248,0.09780327165693967,0.11388758797014051,0.17566970441649238,0.038530812889005985,-0.06267722654227509,0.2199400434250291,0.06836406174832636,0.2041638997805729,-0.11471111523832961,0.19726778541864354,0.35759414250399657,0.23094994717314465,-0.1922069782761185,0.17129841695539885,0.25954478730738145,-0.20947441560302724,0.16509039676696424,0.08325195285916795,0.5355100786580183,0.43217250272197905,0.05795065298265579,-0.060058798513957075,0.1668722716177044,0.3589257491199398,0.22464135876842253,-0.12310820078486011,0.13510091749040726,0.10539316253097471,0.054954073064787994,0.20898188077967864,-0.06877041521521507,0.06363823611436849,-0.059919235828221944,0.05080552059118757,0.24156272559981282,0.29527344961180846,0.3349014832340069,-0.06307961054953258,0.10547791984468757,0.23953785194265403,0.11369843553139336,-0.02830889839296135,0.2652420697253495,0.25472875067777423,0.2335229217692469,-0.17515804508323704,0.2851083169216752,0.15887493765187177,0.16924501422625662,-0.1373571145415139,0.22444520898921788,0.20807371615188014,0.07401395877725908,0.3253585558981685,-0.0575911070594408,0.17262579805172448,0.12522753306340967,0.10707052543013133,0.21931854122996908,-0.012308216692591733,-0.09063546003584134,0.1588749376518717,0.06079824294870727,0.1680632215845355,-0.05114306811494353,0.10546233133956895,0.31040490041042124,0.1808940755327772,-0.0905412411425123,0.13854286945799998,0.16418308497660172,-0.08003254865634976
Q1_feat4,0.049433678496652214,-0.08953823035482647,0.3005016336719359,1.0,0.07972614195455828,-0.09566721381755958,0.06984064845780824,0.19868079987735857,0.2759530989511788,-0.12696037142895183,0.14981950525982285,0.15306417638676925,0.11277347445985748,0.16564845507767992,-0.023990849285518027,-0.20895101556647422,0.20895101556647436,0.13813572024222995,0.06928752778859466,0.19977405429035414,0.2711784177967906,-0.026380611102448,-0.14244494065685268,0.18502386766582465,0.20793456049619127,0.04587162890326817,0.26390238567240826,0.2461586862293093,0.2117738915264255,-0.2351497111204678,0.21546674557277934,0.09703333563596257,0.2261705962342985,-0.06798644758941969,0.1607885385693621,0.2563939821778364,-0.023167189547555162,0.21315792318457466,-0.02736880358001458,-0.0019112655948834542,-0.009058302297328756,0.1333926888217832,0.17612949420642932,0.07422728107521764,0.0022240127291649546,0.04280117313793823,0.04378391320455683,0.2620567764856127,0.01718207827319237,0.13426533968393814,0.22623846397492867,0.24574990713297465,-0.14643279517316837,0.24496249958478744,0.22433570990566096,-0.23094796672654705,0.06353040741048269,-0.0016271629200838506,0.2813007025380556,0.3868655046329274,0.1058351571848462,-0.07264226245601618,0.06995995266438568,0.24981374246499993,0.1042733103554508,-0.0783098696899171,0.07504680752624932,0.023780395328689002,0.04037706500787834,0.17295177610427004,-0.042431458536016375,-0.05574136485141892,-0.02342073888633771,-0.008154404540266435,0.1436772165208081,0.2276350578646247,0.32074400614181614,-0.07629599223663502,0.059222987479100035,0.13410323110437497,0.058732682207880665,-0.0874778340138257,0.1092237362545503,0.15771889920793133,0.16127349811640626,-0.14704661226501195,0.18089407553277723,0.011210928449802227,0.11371819220534304,-0.0868300678299754,0.03911061809802126,0.12604140240611678,-0.011447557410865165,0.25082855839561496,-0.012720477672064223,0.0653150888810702,0.04453556007809578,0.037616587392731105,0.1463981848950719,-0.03212462831016175,-0.04615802856115604,0.07819968610047397,-0.011442371495194703,0.15520006204458567,-0.07451525794556778,0.035228849649053554,0.19774081532577611,0.1050911592707262,-0.0927180927412599,-0.021070881107745226,0.06710421686601,-0.06871466853075855
Q1_feat5,0.18051353149708677,0.33527199580058087,0.11019664255268655,0.07972614195455828,1.0,-0.22349906139212294,0.056889362539987824,-0.03882097922115867,0.20273137274892472,-0.07413091431303766,0.20729343223421934,0.2955475827054043,0.30846353025964596,0.14379215157910638,-0.17134209624564894,-0.0858659678539084,0.0858659678539084,0.05756420790076185,0.10680477309012243,0.02997747332442251,0.0902676358276484,-0.13604449213627529,0.10283143616049008,0.05612403444311211,0.08433121292615843,-0.10072684247938321,-0.029189270946714856,-0.05214133724015111,0.12303006346387459,0.1255860428057132,-0.025067729395864855,0.21320652697813222,0.2583115856234175,-0.13162707431140605,0.25233975171957934,0.03280369472418941,0.3514577459721839,0.16140392947596519,-0.1774731874078224,0.012616330896263064,0.15316043749983194,0.3128776157565587,0.1914372505443315,-0.031362502409359144,-0.1436739004567447,0.21485583609986958,0.3080978444954954,0.13442200185585595,-0.15394240966624573,-0.11913900389309769,0.040968736679287084,0.0506110206361824,0.18380774012352985,-0.06842392764975813,-0.10164882918858574,0.19184831993047904,0.09155449994617017,0.00837937945560734,0.13084351396337446,0.07875227011650618,0.4309345442666099,-0.16970785317613085,0.037901548740809345,0.033352843626682796,0.08313715201171386,-0.08481080025043172,0.05717828768853089,0.08836886859966381,0.1799364926123146,0.15760486301113064,-0.10537127002047338,-0.014128160801643088,-0.046546572194253684,-0.013236807171144647,0.059406780090030496,0.09459664658987557,0.1227017041620363,-0.0818168018871331,-0.011093756501652325,0.01115588195531045,0.1619552660357838,-0.1219160256691775,-0.06895987587629662,-0.06444653744673087,0.043965295178430584,0.09998358375863141,-0.046466730475871576,0.20193299311222618,0.18915962480268061,-0.18197869742386827,0.056546657348917874,-0.0915959442840536,0.16556034061826638,0.10866975319367046,-0.0867011441835347,0.00193553086673803,0.08865327438151716,0.13852744986473303,0.24420176754547512,-0.04967448686004515,-0.14064957210354628,0.06788171439283752,0.08106711486047767,0.011207281767011088,-0.1082504573848481,-0.11019261533529197,-0.011175975124542324,0.034293505330532104,0.15101244997919375,0.038589045779994634,-0.005166652990250309,-0.011033265119762435
Q1_feat7,-0.17461027738307744,-0.49320215469290823,-0.0790952501312768,-0.09566721381755958,-0.22349906139212294,1.0,-0.1122634906791532,-0.07579429698702984,-0.0008447892518714414,0.1079612483336753,-0.06839179624439835,-0.17409302307005167,-0.23410664222559668,-0.12444902445726147,0.444576674600479,-0.0886468022462681,0.08864680224626814,-0.1337970612701064,-0.09962030276909695,-0.045242121937691004,-0.05630157734390331,0.5203333846796093,-0.10114225942968287,-0.08055225125333157,-0.0124312834590957,0.21783530556958453,-0.049685714123545825,-0.02959272435549374,-0.0726146497677703,0.11575625442406143,-0.04092105317107432,-0.15133441001555217,-0.11778612628288333,0.16769540239782207,-0.0997823305335148,-0.07196823014486597,-0.24714140465689016,-0.06951468911366304,0.39097089241383004,-0.05986882590277348,-0.14768010831890785,-0.26752526441889957,-0.12162530789239767,0.15668271432540862,0.40311894525171243,-0.21854531761869722,-0.24942943499122097,-0.06714904578015048,0.4210084285283275,-0.02590546075932222,-0.030196431803149827,-0.10646132337208597,0.08060073226413554,-0.08357995939677906,-0.06666222240874242,0.1204463614618779,-0.0797986867091661,-0.11430684623065153,-0.05897829087743461,-0.047597228494074856,-0.11367861913970632,0.7593224424257495,-0.05033682293571186,0.0009231367486467613,0.0013475397177510236,0.16974355516914064,-0.0011257085511749447,-0.0981574830558543,-0.13216702918534715,-0.06653113338602255,0.4484559355212346,0.0038826274754839313,0.20338837074644708,-0.05004700320760993,0.007307574148500574,-0.0535247132245054,-0.035343213566042246,0.4171969027873301,-0.032816172777776674,-0.02843072148395135,-0.04790759551743882,0.3001406362254133,0.02673748106261351,0.009488362582164723,-0.07868130904742027,0.12571355353584007,0.00329090710732733,-0.14046017297258284,-0.028430721483951298,0.2114888099152436,-0.09666082297002426,-0.031306335929154286,-0.11334863798020134,-0.006504958552658116,0.41351371695558153,-0.03019643180314973,-0.054939985003398695,-0.13305368057752023,-0.04090497123908076,0.11294280793690249,0.435509260042546,-0.11162134786565563,-0.07022663642635028,-0.04913294797687873,0.44772132309363144,-0.02467321805952305,-0.09366824814288402,-0.05982903155153867,0.17935497133067052,-0.07492254228173534,-0.022535451243491527,0.1970270508024185
Q2_feat1,-0.0019179662559639203,0.12294070294719284,0.2936469644292119,0.06984064845780824,0.056889362539987824,-0.1122634906791532,1.0,0.15526183434758004,-0.18935441600346198,-0.6234523741801713,0.27789553144424306,0.0019179662559639277,0.020401901274166738,-0.059079808563924745,-0.13941315564686316,0.17575384112760722,-0.17575384112760722,0.09507768474821451,0.09183573307124458,0.11034712502632003,0.16973852972698103,-0.05638269805768354,-0.007225755467582398,0.14280385757701392,0.09687740215652896,-0.07547162918858324,0.3296056702848409,0.27619431918751153,0.1547886349558933,-0.2707394055330749,0.22074046405817516,0.08044120523655904,0.10363513191355309,-0.19191612835563943,0.11764053684594421,0.20419522312964705,-0.14382593135366184,-0.021802747309060774,-0.05155527484056824,0.15847645806554306,-0.14788742428197396,0.01060686951028598,0.009329920908260092,0.12153326416458861,-0.02315079529598146,0.1678011626371267,-0.02900806087055115,-0.01114039831699238,-0.0840648902649867,0.2724730123449822,0.19404025761746202,0.08079115736382557,-0.19839000112446903,0.09043512734418564,0.10273874570977287,-0.1199216528517068,0.13234290296427667,0.18818879570500063,0.1924984827167611,0.20192678078313558,0.07249618774173529,-0.09142879291203149,0.40385762587326746,0.20691553490306516,0.0689155784715459,-0.19759486012041066,0.292979342649115,0.13980286148124213,0.06350873509532029,0.08694612845226697,-0.08308243665671539,0.15837711401944146,0.007822039436459052,0.09212352441797392,0.2394272374258518,0.19564860425990174,0.17530187990127874,-0.03244855405366691,0.11560541487790478,0.14434683968736775,0.14518990598716475,-0.0004992085239024981,0.3646406261780799,0.24313807343364557,0.1811135409626892,-0.1402860396808264,0.293646964429212,0.10743793964411191,0.12890389751038064,-0.02427986275485662,0.20459787731292003,0.25340696157543674,0.0043361204273225295,0.14632937189668707,0.007173881755178543,0.19404025761746221,0.05714572952589193,0.10330132811791848,0.11506230503122321,-0.03244855405366686,-0.022583237860671235,0.24699541947460749,0.06702859726127904,0.10493382906252625,-0.014214021043390061,0.24736244240203475,0.274392838965569,0.0856069142477238,-0.09225835494455895,0.051779955935088134,0.155565502161075,0.04170969935880254
Q2_feat2,0.26747340378536216,-0.06291646950683492,0.41812542625666177,0.19868079987735857,-0.03882097922115867,-0.07579429698702984,0.15526183434758004,1.0,0.126921688206284,-0.2837015741659831,0.02794942354908378,0.15829121932311982,-0.05339283029816447,0.18745018782051853,-0.033204003169240694,0.09906499273568375,-0.09906499273568367,0.051550819754424104,0.20731275041925323,0.3836903406905344,0.2902714972544218,-0.057552310710134294,-0.02863631019062704,0.2667058083084678,0.1585613458723725,-0.060517852440663135,0.2660046196602352,0.27009718181861675,0.1422775983061172,-0.2707764030282304,0.36182243642695955,0.11326023118931892,0.12697446058938117,-0.18473716556963724,0.07220679723240174,0.2952130279293815,-0.16122061646924976,0.26275767484378765,-0.04284238258675451,0.10972825203184827,0.2702198411926914,-0.05512743760142994,0.1537667786554572,0.07967545505142548,-0.057461408594889504,0.11352291829815536,-0.10070911812936217,0.2709792024613149,-0.1099237731931681,0.12440148993562297,0.36340120967506195,0.17449561011302803,-0.19748337586281733,0.07259044376733373,0.20188487203223318,-0.17680272467566224,0.20668632522591093,-0.031286750110578486,0.3435770876355868,0.2772768912463768,-0.041488877377412935,-0.05755231071013437,0.14913345402656702,0.416332834314798,0.15763052005650346,-0.15697740376455974,0.04692366601933181,0.10849165554258025,0.01934008828341259,0.19149227862907656,-0.06590035768383266,0.039894869034333556,-0.0909820859244058,0.02360564728151506,0.20100572417791798,0.31180735848080304,0.3505652505260186,-0.06044705248269886,0.06097357410518768,0.1869983233899571,0.05326708098187173,-0.05746140859488953,0.18452258126297552,0.14676323380573067,0.07538931509606489,-0.1662867801285501,0.30441159989879035,0.12166264997511056,0.11432124481334631,-0.17302826630999082,0.17015338533196497,0.22738311707361253,-0.03401085119257172,0.2711505587089197,-0.0812123450681333,0.08716243576130278,0.14382798318954668,-0.012837228463493845,0.12526896493894876,-0.007953559537197315,-0.0868528889422676,0.18137000726348237,-0.03920060695008673,0.22233775973749606,-0.08473185457363196,0.0909183017508186,0.23195425447962134,0.12448210609599952,-0.15367795186179503,0.07820333139741652,0.06651100182382416,-0.0930985283807445
Q2_feat3,0.18751902593511183,0.025156667871679035,0.21055489347701428,0.2759530989511788,0.20273137274892472,-0.0008447892518714414,-0.18935441600346198,0.126921688206284,1.0,-0.4622968868079773,0.08406056422985092,0.11903988292179994,0.1338334800829277,0.18802673729022418,-0.06217648893773316,-0.030350144656941552,0.030350144656941545,0.07742163988795274,0.09613952389670187,0.1772729131361834,0.2386234074635326,-0.0937825394452484,-0.010416742588145367,0.05527513164359913,0.15089937454459385,-0.005014473422764955,0.02216748338264973,0.07028509612694779,0.07671817820592813,-0.01798842251236552,0.1263702721175444,0.03565088521257529,0.19651911673946604,-0.03991210633176205,0.2103692334379137,0.041386761140813494,0.13374163157881105,0.22983131753257155,-0.08183993129367782,-0.02577737989426981,0.09616939498343278,0.1595368926449147,0.1397905195077334,0.07170986983640179,-0.10036736549594896,0.1634045878336287,0.11467725070718802,0.27499249928257885,-0.134648391719965,0.07154994577068548,0.18149014788305595,0.18250902936020053,-0.08882799575448858,0.06235117275505809,0.10246411380978145,-0.025739345443609483,0.08794408195928581,0.0076756280762529635,0.16463419072187618,0.1644287252779279,0.09813668964177145,-0.05419758384219587,0.0010355543689345127,0.16720026925823975,0.24406893558775117,-0.13375492247916498,-0.007607435404666618,0.028274227577749788,0.022167483382649802,0.13865608395142565,-0.03765227817003909,-0.023044382661477573,0.008188611580407188,-0.013489878023929104,0.09959781694871268,0.20620264792219473,0.2861608931352299,-0.06070322579591669,0.0666058689133487,0.08346680101298953,0.037030817551344686,-0.07478214521854057,-0.012827851488948404,0.02015691622701952,0.04372823503277278,0.0015236023924548692,0.06727155541458991,0.048161961792670134,0.10090977669964205,-0.05679814260544311,0.03994485286322665,0.022575571330658867,0.090607384457262,0.21678271710236638,-0.0283604285117001,-0.06330659594062925,0.07888567534745848,0.04556283473434843,0.05639328776612543,0.014889470478243752,-0.03291357344324583,0.005171489340032729,0.09303200896577543,0.21381615964864567,-0.08256803420159964,-0.011585370410019492,-0.0005475791105673763,0.08006319244236841,0.009499386919286746,-0.014359330858992787,-0.002382548777741322,0.002116340118040334
Q2_feat5,-0.06541462403545456,-0.031927213562483056,-0.2606357179097393,-0.12696037142895183,-0.07413091431303766,0.1079612483336753,-0.6234523741801713,-0.2837015741659831,-0.4622968868079773,1.0,-0.1987930688732011,-0.04991081804744994,-0.022718790425990208,0.0069460351020905675,0.1610281855647167,-0.125988162273698,0.12598816227369808,-0.08632522816021235,-0.04303771867025567,-0.11383133552650951,-0.09326643211543258,0.13436079007948634,0.1068555443032313,-0.169454318312713,-0.1416361997799766,0.09231058909168638,-0.24299389584584322,-0.22218946626250008,-0.07061493487334511,0.25881623237741097,-0.18762765628586942,-0.05445012440836906,-0.10793662786161899,0.202519353830564,-0.12273625427284954,-0.175571741315886,0.14156467425252262,-0.021952379618241417,0.09793786078901472,0.006839365966994574,0.08501088866330904,-0.008478370799527356,0.03658252313361035,-0.10636559227784145,0.08428098467025337,-0.19322193235698903,0.01905470688126561,-0.08416445261305501,0.1950564534444148,-0.20530882625362046,-0.24696476785699298,-0.08010181034752736,0.22728275016071625,-0.061079685591970106,-0.16522073828475925,0.14217117171377353,-0.11369890385989193,-0.12312656955725232,-0.15307661646960052,-0.15084800141343538,-0.05200027121236771,0.1343607900794863,-0.3400006058528452,-0.20559295185464146,-0.15990538120441425,0.31662401253215716,-0.18265866676033518,-0.08509692578997473,-0.006577963945438262,-0.02507117517522699,0.11161439940907504,-0.10164270047074278,-0.017712884975167383,-0.04387079912370288,-0.197338196129554,-0.2003454877505293,-0.13229129002260628,0.08225324028509699,-0.05871570297235991,-0.15790938179369754,-0.09268923768785303,0.06214350461576564,-0.2600391596483048,-0.16587347702516245,-0.0945890752903467,0.1296317636566376,-0.22521424070972587,-0.0793815334961219,-0.08244715747680419,0.06719965558543235,-0.11700527930983107,-0.19779616093612773,0.013772546551754658,-0.13051599455386184,0.013865158616756272,-0.0351556462218167,-0.035394461265516194,-0.07009580191666201,-0.026571464227261244,0.016847049215019783,0.047701152303312976,-0.1785742930799163,-0.07733026315817304,-0.10430650059049074,0.08255469881421906,-0.16924322932691643,-0.1473486914976024,-0.019101359793724047,0.07690617290212552,0.018392206827924355,-0.08215029908469128,-0.04792842331470823
