,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Tablet_Q1_feat1,Tablet_Q1_feat2,Tablet_Q1_feat3,Tablet_Q1_feat4,Tablet_Q1_feat5,Tablet_Q1_feat7,Tablet_Q2_feat1,Tablet_Q2_feat2,Tablet_Q2_feat3,Tablet_Q2_feat5,Tablet_Q3_feat1,Tablet_Q3_feat2,Tablet_Q3_feat3,Tablet_Q3_feat4,Tablet_Q3_feat6,Tablet_Q4_feat1,Tablet_Q4_feat3,Tablet_Q5_feat1,Tablet_Q5_feat2,Tablet_Q5_feat3,Tablet_Q5_feat4,Tablet_Q5_feat6,Tablet_Q6_feat1,Tablet_Q6_feat2,Tablet_Q6_feat3,Tablet_Q6_feat4,Tablet_Q7_feat1,Tablet_Q7_feat2,Tablet_Q7_feat3,Tablet_Q7_feat5,Tablet_Q8_feat1,Tablet_Q8_feat2,Tablet_Q8_feat3,Tablet_Q8_feat5,Tablet_Q9_feat1,Tablet_Q9_feat2,Tablet_Q9_feat3,Tablet_Q9_feat4,Tablet_Q9_feat6,Tablet_Q10_feat1,Tablet_Q10_feat2,Tablet_Q10_feat3,Tablet_Q10_feat4,Tablet_Q10_feat6,Tablet_Q10_feat7,Tablet_Q11_feat1,Tablet_Q11_feat2,Tablet_Q11_feat3,Tablet_Q11_feat5,Tablet_Q12_feat1,Tablet_Q12_feat2,Tablet_Q12_feat3,Tablet_Q12_feat5,Tablet_Q13_feat1,Tablet_Q13_feat2,Tablet_Q13_feat4
Q1_feat1,1.0,0.05676582621807087,0.07091428615122719,0.016121812779503034,0.17991637338388505,-0.1899947463214809,-0.03381871654439244,0.2461822910331858,0.17611980221211399,-0.06678671430571569,0.0754080426944363,0.10989864359767355,0.09312822126478397,0.5216277344059459,-0.17785674265665433,0.0579258807504496,-0.0579258807504496,-0.008868670836207028,0.05690534626467908,0.24609048438490919,0.22660266471810805,-0.1363732696253737,0.18249597630724995,0.140418373859405,-0.07560237896625338,-0.09839267282801771,-0.0794434978419664,-0.06635231492359724,-0.010469574272884457,0.09486422193776853,0.27164479114312906,0.06012427607421902,0.0840768599618782,-0.12937220061605045,0.048037097708181674,0.02906842436183618,0.13183795635472217,0.5049936303158288,-0.17870638216821355,0.08989827045809623,0.4934697527076266,0.09403904173034701,0.2113385354813495,-0.08650957267700078,-0.17997480060926183,0.11440460283522541,-0.022024644312839927,0.4654226660249098,-0.12272295475003997,0.007341567185701117,0.07557609321206343,0.03241987141217087,0.010949413676098006,-0.059930445300655076,-0.048106178086198964,0.10583347662915421,0.19605043930469582,-0.016769757194038008,0.027227235758857937,0.04492053380176632,0.0549053931103618,-0.04485960210399535,0.013954292829647053,0.10218282026060795,0.11819269767782757,-0.11805060265727249,-0.028252287453127814,-0.007491021418513985,-0.014619490186729107,0.1204854865532305,-0.04485960210399535,-0.023307549242515085,0.02136301808086073,0.0100572385502948,0.05986099471777863,0.05841018718048352,0.10319269334699785,-0.009772046524491346,0.07446576357528477,0.08398174810914268,-0.015006749962037236,-0.08625818713131758,0.031451864109128126,-8.654412765970875e-05,-0.0068652977513130485,-0.020467123824574898,0.12048548655323033,0.05616087311242172,0.04896107944310816,-0.1088173893966956,0.002197093129723989,0.12002351697584647,-0.0017859388168723195,0.1663452797937818,-0.09016226470108832,0.1419421685749382,0.06801614970473135,-0.020969910242657326,0.08301510849175299,-0.06354497432420292,-0.06354497432420374,0.03505758297103439,-0.018825782706916136,0.16397037892384936,-0.04485960210399535,-0.0020802197645525414,0.0325471630112035,-0.04038778873848045,0.010269098313169836,-0.021804597360783582,-0.01233101285999913,0.021363018080860222
Q1_feat2,0.05676582621807087,1.0,0.010063141383815762,-0.10310920905363231,0.35272569543587523,-0.5300348007872173,0.09606867447454179,-0.0917161807746753,0.05268932409642749,-0.04154935690392487,0.17630853492703674,0.1351637373940443,0.387887547681201,0.07919052142846493,-0.33625162325150176,0.12604133247342955,-0.12604133247342955,0.07261988915571081,0.13734394365427538,-0.02597012638248503,0.06355181725280107,-0.32935299291317266,0.14748406347868295,0.04234609908414822,0.04782048340019067,-0.20854856795703194,-0.03647297400107371,0.010658130426883884,0.07543720367825392,0.07310861357538204,0.007300006738130578,0.1509602731495511,0.1939163340535277,-0.09740563003495721,0.12437660704381175,0.08969629749968056,0.4299760527039075,0.01862762475482561,-0.3642123731665559,0.17789338775704855,0.10675861430620091,0.4115886530070939,0.20214499289565205,-0.17912082451627645,-0.36835460630034794,0.2813158816319883,0.46901182328429575,0.007300006738130534,-0.3431086469565832,0.033300375249022206,0.039479376411426036,0.11701933726840792,-0.03508909383331183,0.08619039777660906,0.02517042935553612,0.007151857168152529,-0.06183633475934997,0.1680878474169144,0.06833386513050539,0.08381907269170163,0.17680536594414156,-0.12514635654373732,0.08250373483415237,0.02829207114463826,0.07731509851994019,0.010020066729838946,0.13674066544247085,0.13468624759973932,0.1373439436542752,0.035267270208017724,-0.12514635654373732,0.08185641554357916,0.017224925353911458,0.08590594344339722,0.06977654623295358,0.04537795415816597,0.03699015529843324,-0.04223859883904768,0.10799281050032528,0.04765840173572026,0.1129129066679497,-0.14168395389993596,0.06451749450641978,0.12377921021055277,0.08098533176639477,0.051349511599186014,-0.013284532275666183,0.13674066544247082,0.117327990662186,-0.0049731809990612415,0.10799281050032514,0.0934984906952518,0.13239245430887914,0.02061818732125931,-0.02351892689983873,0.02829207114463843,0.06008284850265307,0.18426728384426996,0.0644931298702056,-0.07014170957532961,-0.17727357444909425,0.08250373483415237,0.13414825181461668,0.05877634921632363,-0.12514635654373732,0.08968004181304301,0.07731509851994013,0.12448478600719898,0.015812628250693954,0.09183784055046393,0.10332770634616685,0.017224925353911454
Q1_feat3,0.07091428615122719,0.010063141383815762,1.0,0.31960439432158233,0.10698107651747955,-0.08114313215578975,0.2568577887816471,0.46621173067120975,0.1937234273731002,-0.24542223891056045,0.15071531236533206,0.0870156109890494,0.0294079226981538,0.13654159916807496,-0.07595922231327266,0.09499981941392134,-0.09499981941392134,0.08344458238862552,0.07923832684736805,0.3219895282711391,0.2249373099470473,-0.05824242224574483,0.022833905659857344,0.28369815841565305,0.10043446013504286,-0.021343386433782148,0.29664663234936317,0.35693835097098564,0.231363669498986,-0.24538901385818357,0.2710961125735245,0.16622861750665774,0.19661782313854814,-0.13475504879267924,0.19177679036793635,0.2681309761945652,0.023517112158838557,0.20141507054411506,-0.10617034287843458,0.1671034405213845,0.08385463012832153,0.12682773870787772,0.13364952462919058,0.018798487560425757,-0.04466352574928047,0.21565415803961754,0.07661742341741051,0.2143055929146562,-0.11029277115769531,0.17835181798573466,0.3375360311589925,0.24091020629378668,-0.1942865427139583,0.13557038582331438,0.259778877189079,-0.1877439557846792,0.24300906592099342,0.09739857372958141,0.261897275071097,0.24300906592099347,0.12720745404223371,-0.01915868039751739,0.15190903071566927,0.2621952772066486,0.14644481570988113,0.003653688988930234,0.18592513022676138,0.08279775847155113,0.13688327078609305,0.18210801837997626,-0.01915868039751739,0.06565476243744117,0.08220452898187214,0.1207598610623251,0.31093554723616174,0.29641319300044505,0.24162327819747736,-0.03329278617034027,0.09220454019186491,0.15553808433325492,0.11306522146716445,0.08090309008974049,0.23315187432404888,0.25179618998412584,0.16313139474299582,-0.04937379465598989,0.24300906592099347,0.15190903071566902,0.18312289212518054,0.006482751350872285,0.16986378254824913,0.15837580336343962,0.1420473289639155,0.2844870954794929,-0.03850658348061158,0.32628281709712925,0.11646082781811547,0.13114476233988825,0.34317661703155883,-0.027138846464209415,-0.027138846464209724,0.21994122973785568,0.08777767627135483,0.21311052944855643,-0.01915868039751739,0.14158639186166322,0.19246176394215644,0.10296867695184758,0.042951186103940275,0.07507218483441498,0.12267334730056396,0.03038360414114349
Q1_feat4,0.016121812779503034,-0.10310920905363231,0.31960439432158233,1.0,0.049649992490774085,-0.10034161182137386,0.0476995115266489,0.1880738326155834,0.20117770582623157,-0.09686257983620877,0.09679105836372726,0.11920735332087819,0.08450384495782158,0.10731053024305733,-0.008488596246859218,-0.2426531377646127,0.2426531377646127,0.12071668518227699,0.033830755993930484,0.11213496811644365,0.2478391789451821,-0.017427688402536782,-0.17866792944684845,0.1890598092584412,0.17707674835178042,0.07794952607553055,0.2679181209479363,0.2170994772815826,0.20665680197172695,-0.24462236795598366,0.19556346977845557,0.07028970238724133,0.18079835571497585,-0.024133437451924696,0.19040518440782814,0.24730930452112393,-0.08026727772377107,0.1573859039223281,-0.03532333323018763,-0.04152211730686015,-0.04661887668997216,0.0928312787495045,0.11161387196615113,0.07864438029716585,0.0025527391912442314,0.01151242432881908,-0.015275690674814171,0.21975282724098028,0.049705870994305,0.07614720142907325,0.15192703299659543,0.2116250581650382,-0.11403095313975872,0.25028863263025597,0.2039971337823465,-0.2285314667705603,0.18335578254228105,0.13147742080132366,0.15143611814164396,0.2871165663957012,0.16789523456396743,-0.023691627626187053,0.1121349681164434,0.20095191729455417,0.1709773180809402,0.046438575028080506,0.11213496811644379,0.15118082664710283,0.08293733798039137,0.13147539061557095,-0.023691627626187053,0.06657222083009337,0.1301349197632499,0.15006301825422655,0.2451846519475254,0.23970010502892433,0.19539320964462523,-0.04116986536756315,0.03932748082418206,0.15401554152437827,0.1638245422424747,0.047829542460766816,0.1969081752391852,0.17956219177728783,0.26151902572444957,-0.08756242670082892,0.18335578254228105,0.11213496811644333,0.23754638378975118,0.02865462135192275,0.1054838458270525,0.20621396019075056,0.12936055477421757,0.22125871020236978,-0.047617248059399625,0.20095191729455497,0.06338782194244724,0.11675677271954915,0.34067225573126325,0.08091665361237436,0.08091665361237427,0.1700902462506976,0.1193934125053188,0.23771443617512383,-0.023691627626187053,0.12946032041980127,0.13177639451794657,0.04450565864851962,0.07718997078286001,0.11467345207803128,0.053882974371397774,0.041844488012272356
Q1_feat5,0.17991637338388505,0.35272569543587523,0.10698107651747955,0.049649992490774085,1.0,-0.2509534474862208,0.04251640811408119,-0.03472452084793239,0.18668999689947366,-0.0902425398908483,0.22896887684669778,0.32315168424974977,0.28447010958333885,0.09340234074611597,-0.17444241323936183,-0.07048103969065848,0.07048103969065848,0.08138725962794922,0.07070681201460713,-0.002605653801627922,0.06747207965497633,-0.14148405702341227,0.0697773244943059,0.08516376677285178,0.05339686722864192,-0.0941139951884643,-0.016542656267794074,-0.06636851821874004,0.1077546449015357,0.10791643800031175,0.017679610867691837,0.22219865089039673,0.19457937248590193,-0.1435553712548564,0.2506293831177001,0.05477858681925387,0.3461807772853918,0.10861703193266796,-0.1924996615045592,0.027378093106929048,0.16349847078200333,0.3002630738215817,0.16925642637777066,-0.09409762053512175,-0.1415404383337815,0.24851719279345122,0.2769761618715394,0.08616718861382977,-0.14352165731409894,-0.08860007946603317,0.03535430960717657,0.059888712932928856,0.13339968402740668,-0.07644361256467559,-0.09669294523949294,0.1697666976921788,-0.006578926659165469,0.07055989211247973,0.10891029782408929,0.10358819066976872,0.25723625322394633,-0.05925254260351583,0.09995020736500819,0.05173482868026911,0.15753708068962408,-0.1580075449830185,0.038416690665026454,0.05127178147152016,0.10546580527078724,0.03014344578381291,-0.05925254260351583,0.016825234752081582,0.023409955499836838,0.04579115126240513,0.06003069670660847,0.09584205809197106,0.07812632100130754,0.029572887294144,0.012507617580512309,-0.00723124181417626,0.12876325709164954,-0.08770329016246044,0.07646379158725335,0.02901997348425358,0.06942576422464332,0.04966447603883133,0.030143445783812974,0.09995020736500833,0.11253521190368936,-0.034000898066513977,0.08274856752960887,0.09113483898357383,0.09926770914467316,0.07597397476079418,-0.11909029906341774,0.01309105153953247,0.04058669884272953,0.07200056520883263,0.08912259830246169,-0.002903343010183666,-0.08393300702167493,0.1409725518316627,0.028841928110621595,0.0726390244364542,-0.05925254260351583,-0.06332964680524655,0.07429459571248974,0.06370941579170049,0.0697807267408475,0.06808112634164183,0.11048697921041592,-0.039084447443206424
Q1_feat7,-0.1899947463214809,-0.5300348007872173,-0.08114313215578975,-0.10034161182137386,-0.2509534474862208,1.0,-0.11591563526392207,-0.07050791379095299,-0.0014166107525090492,0.10786545977326094,-0.0675199653974707,-0.18930633419890258,-0.26030038324685617,-0.1376613743333742,0.4736521659985621,-0.0964195239620529,0.0964195239620529,-0.13489227176846383,-0.10933445471810667,-0.042038823556416104,-0.05487564849142824,0.5489182758520892,-0.11958122099972425,-0.07287749698291057,-0.009217575281065614,0.22162283804539218,-0.035637143415479314,-0.009706696047187885,-0.07562793581051905,0.10206611457037124,-0.037041876843832935,-0.1585153341699756,-0.13126669512629766,0.17243473899421194,-0.10930500995076502,-0.062112943792919185,-0.2847596757521931,-0.0789818128245667,0.4179895216308936,-0.06053060252973051,-0.16449207769134247,-0.3052881634232576,-0.1291460024303164,0.18828033426019122,0.4554849254420931,-0.23040658128907307,-0.28729336145250367,-0.07444929852494063,0.4479233694379091,-0.018187869896232063,-0.02800683657712268,-0.11263246503451253,0.07568456961395985,-0.08769768077683023,-0.06337558830716782,0.11997804334971869,-0.04442702549631538,-0.08776163610921744,-0.056772622827291445,-0.04442702549631536,-0.09371299691631416,0.2361096976233788,-0.0868510417224568,-0.04207640090449338,-0.06042446208830688,0.05602688601796379,-0.0868510417224568,-0.09771421020329141,-0.07136423119043828,-0.04442702549631539,0.2361096976233788,-0.07748281325591136,0.015343618899725218,-0.08919375553775329,-0.036983997782203536,-0.024051894892355114,-0.019606069594693153,0.12073108024397754,-0.07364766392940039,-0.04883206351006586,-0.08824539810265448,0.13919506858208894,-0.0689017432185336,-0.06560728902554898,-0.0751845021238151,0.005321796445183258,-0.044427025496315366,-0.0868510417224568,-0.06218791815739549,0.022236913641119144,-0.07364766392940034,-0.0672689071422944,-0.08046974856052098,-0.03960361783925539,0.09777394339421495,-0.04207640090449327,-0.06726890714229435,-0.08487248720032188,-0.03418360324289868,-0.019606069594693198,0.15742520586327205,-0.04203882355641611,-0.09203513634640108,-0.031153510547874037,0.2361096976233788,-0.08962815193572073,-0.06042446208830673,-0.08114313215578985,0.05150758133352605,-0.1003416118213739,-0.0950553514225689,0.08361160443908275
Q2_feat1,-0.03381871654439244,0.09606867447454179,0.2568577887816471,0.0476995115266489,0.04251640811408119,-0.11591563526392207,1.0,0.1968484040480716,-0.22859449449260358,-0.6265189592757563,0.25682756496942294,-0.003624133809321142,0.02378154615155661,-0.10995000983275774,-0.13281240460190763,0.1771123762682733,-0.1771123762682733,0.06241187207467632,0.07389224686055473,0.08439855909305556,0.08964578517946341,-0.04497783728111969,-0.015095111284201088,0.13903593275633513,0.06577001604166911,-0.051743043522952316,0.31143105546440947,0.2638347500740602,0.14389411148378695,-0.25325074234111355,0.18632984644963688,0.06366213281572146,0.09186669529095082,-0.16934879103990574,0.08226588844826553,0.2145925819730715,-0.20037651233461423,-0.02961360696687922,-0.03968605065027132,0.12487873461403684,-0.18347660325551177,0.016559798832584467,-0.007899743069701476,0.1094166107285361,-0.052899182257349825,0.15093347056122453,-0.023243238026330205,-0.047593531084336886,-0.07748313641126442,0.24854068584726055,0.16701175509363766,0.07823134435960637,-0.19855622219622301,0.07163789161131714,0.08477250213775137,-0.10910455923959593,0.09830544355159329,0.055090791127355786,0.13795240798102035,0.1368985013141752,0.06490021030619046,0.07871987264967788,0.2568468628638914,0.19869621057718218,-0.03543012597721162,-0.10122695108043804,0.21373478692118247,0.08198285385487496,0.0556274161148297,0.09830544355159321,0.07871987264967788,0.047268461611571645,0.07113328347149571,0.0320825412978461,0.2103456275249586,0.13679459300452107,0.11150906498751262,0.06714958462576928,0.04977380074565999,0.06563300114315247,0.07601927037688452,0.05322945843525605,0.18368972414003307,0.1831665332900112,0.11314687946089637,-0.03797252822976037,0.17549155907675654,0.08439855909305534,0.1546651494092701,-0.015889922623643808,0.09898654415602266,0.14353626933932798,0.0345468132634958,0.09623325775005488,0.09780343710817305,0.23930855188689854,0.03729001331238721,0.050445578307115914,0.14492718521793135,0.11150906498751127,0.0263516447109789,0.08439855909305537,0.0535606038344349,0.06893460992233204,0.07871987264967788,0.19411519992828982,0.16869679285664466,0.12042986290627375,-0.10842071713942246,0.028329471792943407,0.057270442102476504,0.03829430899668484
Q2_feat2,0.2461822910331858,-0.0917161807746753,0.46621173067120975,0.1880738326155834,-0.03472452084793239,-0.07050791379095299,0.1968484040480716,1.0,0.09386052049153226,-0.251241696335448,0.06801301548746946,0.15527085437103605,-0.056571027417587974,0.2015435550213003,-0.06600344546978272,0.1325844415487201,-0.1325844415487201,0.04664133647838558,0.1596401150812536,0.39186014095539556,0.27171418385060625,-0.05060874010624738,0.010441085995277972,0.2827910542455905,0.1528901062922068,-0.06842589092114018,0.23050884490813472,0.27469443000585386,0.16251942605827024,-0.2398441304780142,0.3435111102062217,0.0868749973336948,0.1462922898590796,-0.19791951719123083,0.06106005305832704,0.26319075157373406,-0.1348493531651903,0.2666195676278928,-0.0501086737862021,0.13484935316518964,0.2693337301733196,-0.019266410917694834,0.1368694873530814,0.046388639468505154,-0.07687523432342837,0.07214774142028621,-0.1105917230572428,0.27977106134958196,-0.09583698575526543,0.1166117757734547,0.3664368173831144,0.15604637367514193,-0.17689486126740955,0.026403344746689823,0.19245911085190578,-0.14080115009498087,0.21997832017469696,0.03229608752402453,0.09549243357720187,0.219978320174697,0.06751237399531455,-0.01664760220523708,0.12460928633364247,0.30904133425991037,0.08226684585139413,-0.07479851223302017,0.08643059281624911,0.057283949764812346,0.030242054804172004,0.15162473283296213,-0.01664760220523708,0.019548059595918175,-0.005494160361123415,0.029773470746068575,0.2806708948471734,0.2177724959686442,0.27806906403191334,-0.028929187656351392,0.04216166728720574,0.12909316255632486,0.04471638114056523,0.028531093307355076,0.1475813882116472,0.11335666587276817,0.08094094251071046,-0.06410592360789293,0.219978320174697,0.12460928633364249,0.1769903392531316,-0.09225487338172027,0.042161667287205634,0.20135515662345432,0.014438548250490672,0.2570279362297403,-0.03345962617295098,0.23711131938667965,0.10726682620731977,0.03744212511516902,0.30950778026948944,-0.023581828751823214,-0.023581828751823065,0.04825189929885572,0.024822206158544337,0.2501181477310243,-0.01664760220523708,0.11581552813898792,0.1339149474390794,0.023218760925380742,-0.07687523432342795,0.016538875357757478,0.06402064032194292,-0.005494160361123556
Q2_feat3,0.17611980221211399,0.05268932409642749,0.1937234273731002,0.20117770582623157,0.18668999689947366,-0.0014166107525090492,-0.22859449449260358,0.09386052049153226,1.0,-0.481873246769133,0.07404950841946903,0.11102419854946005,0.08951572171578213,0.1632225318492707,-0.05560817757616954,-0.030980362498413214,0.030980362498413214,0.1285821311246865,0.033355126828940006,0.08853318920577694,0.192836674006342,-0.09706588621871158,-0.0029427490828397565,0.051913169719164966,0.09331213535181924,0.010457515426553632,0.03140225558383998,0.0523615813408024,0.05662469727279069,-0.017496457035391752,0.12378414737165819,0.016971343896310824,0.15575731425271355,-0.03398790413407861,0.21873991038980384,0.04537487370877649,0.12079045591136767,0.16619797420021545,-0.09721410454912367,-0.01960991030484699,0.0877183197033185,0.15175045099064674,0.0890058158577313,0.05749968188580118,-0.08543681660477458,0.173979629060785,0.10928173775987916,0.20416856459661695,-0.1322776109268572,0.059772173927522064,0.1391745708630261,0.1864459093698404,-0.08810403131636763,0.05905591248223826,0.10975674601685499,-0.0231610954548923,0.15611951873411803,0.0003702684462956385,0.006727836145423083,0.11301817678144324,0.1020220938341415,-0.03192954928487612,0.01631080899450982,0.1297166637747762,0.15371415173375294,-0.11170724790315406,-0.007763317742579201,-0.0049549986528568445,-0.007441781284544484,0.11301817678144341,-0.03192954928487612,-0.006259959179843655,0.024609343802775678,0.033560223450001564,0.1197126789254547,0.1000760873922768,0.14498116219193252,-0.05548522313647817,-0.005012782187402043,0.005786840656244879,0.0580198448480645,-0.04333410413591546,0.04449440577676644,0.06081611723779712,0.0696939252260018,-0.05082645654683815,0.11301817678144309,0.06445906246868768,0.015308030268209996,-0.07063820953881132,0.04994879393875458,0.02280388665919986,0.04316648289328129,0.14877520950633874,-0.06417445406081822,0.08436015377607868,0.08213264262847397,0.009493836717832821,0.142232505207172,-0.04522916598295249,-0.04522916598295299,0.06445906246868749,0.005702666914983547,0.16992331157842053,-0.03192954928487612,-0.06575685912384821,0.023444325419709828,0.015964398583692793,0.03857785336054845,0.04974832235142583,0.02813384684562572,-0.048740836269574504
Q2_feat5,-0.06678671430571569,-0.04154935690392487,-0.24542223891056045,-0.09686257983620877,-0.0902425398908483,0.10786545977326094,-0.6265189592757563,-0.251241696335448,-0.481873246769133,1.0,-0.21333741729017158,-0.049391718299911194,-0.016533150185979464,0.030605104635440673,0.17105935876696024,-0.11645259749187453,0.11645259749187453,-0.11310739695806361,-0.003317143425450798,-0.06081550747335425,-0.042789717434434604,0.12335318450190812,0.07706249243771321,-0.17441289885102657,-0.10420535265645814,0.07447753522163389,-0.21044740005741708,-0.21257988361974048,-0.0738898235599411,0.2257725919967311,-0.17370983288913272,-0.01849782555887919,-0.1073845099994513,0.17862229913533936,-0.14882709932686772,-0.16396552411563659,0.1448210743473854,-0.02239889632889848,0.11556829304987647,0.0003309655633142612,0.12245108131202287,-0.0475233924708188,0.04732058283800166,-0.11239827605887795,0.11917619815299219,-0.19801556834341727,0.005461799843746215,-0.06992341959630685,0.1818405439804044,-0.20506629075624622,-0.21209452765942025,-0.0980813285107383,0.22414421033545043,-0.04268703409074982,-0.12625369903346045,0.09513285312435482,-0.08410833449753695,-0.01439501498283718,-0.05414575249073772,-0.08410833449753688,-0.07959482464634796,-0.049319492686796196,-0.2058682550429853,-0.14993134487396723,-0.019083987808555882,0.1883868729426409,-0.1229809707174818,-0.04456635257472886,0.014240839878228936,-0.08410833449753695,-0.049319492686796196,0.001777571679192064,-0.09388170489115757,-0.021229557771312236,-0.13178552364514168,-0.08570440604374431,-0.06986254334578905,-0.018754653739852533,0.02141968009160234,-0.03807718463067425,-0.10974934912695486,0.02423817605750051,-0.14545315660321817,-0.1294241310043873,-0.08187905364640302,0.07327941971459706,-0.12120784411067471,-0.08153732855473032,-0.057602224382744906,0.06981785337700484,-0.07319674851446911,-0.08649830299447647,-0.012604400200811442,-0.05844093560530721,-0.041050310100666045,-0.14993134487396706,-0.009897401977252609,-0.016988797111723304,-0.07423088847572877,-0.06986254334578836,0.011999291796032955,-0.060815507473354284,-0.018642139148967465,-0.058979187930338677,-0.049319492686796196,-0.07663108750830408,-0.07514890893034074,-0.0705580037018754,0.0658033420873924,-0.003760475860892424,-0.02894595996668548,0.0008226217296049016
