,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Smart Watch_Q1_feat1,Smart Watch_Q1_feat2,Smart Watch_Q1_feat3,Smart Watch_Q1_feat4,Smart Watch_Q1_feat5,Smart Watch_Q1_feat7,Smart Watch_Q2_feat1,Smart Watch_Q2_feat2,Smart Watch_Q2_feat3,Smart Watch_Q2_feat5,Smart Watch_Q3_feat1,Smart Watch_Q3_feat2,Smart Watch_Q3_feat3,Smart Watch_Q3_feat4,Smart Watch_Q3_feat6,Smart Watch_Q4_feat1,Smart Watch_Q4_feat3,Smart Watch_Q5_feat1,Smart Watch_Q5_feat2,Smart Watch_Q5_feat3,Smart Watch_Q5_feat4,Smart Watch_Q5_feat6,Smart Watch_Q6_feat1,Smart Watch_Q6_feat2,Smart Watch_Q6_feat3,Smart Watch_Q6_feat4,Smart Watch_Q7_feat1,Smart Watch_Q7_feat2,Smart Watch_Q7_feat3,Smart Watch_Q7_feat5,Smart Watch_Q8_feat1,Smart Watch_Q8_feat2,Smart Watch_Q8_feat3,Smart Watch_Q8_feat5,Smart Watch_Q9_feat1,Smart Watch_Q9_feat2,Smart Watch_Q9_feat3,Smart Watch_Q9_feat4,Smart Watch_Q9_feat6,Smart Watch_Q10_feat1,Smart Watch_Q10_feat2,Smart Watch_Q10_feat3,Smart Watch_Q10_feat4,Smart Watch_Q10_feat6,Smart Watch_Q10_feat7,Smart Watch_Q11_feat1,Smart Watch_Q11_feat2,Smart Watch_Q11_feat3,Smart Watch_Q11_feat5,Smart Watch_Q12_feat1,Smart Watch_Q12_feat2,Smart Watch_Q12_feat3,Smart Watch_Q12_feat5,Smart Watch_Q13_feat1,Smart Watch_Q13_feat2,Smart Watch_Q13_feat4
Q1_feat1,1.0,-0.018932739746552785,0.09868799988231558,0.10127559020088896,0.17277825496098062,-0.10821304605119962,0.0297255657032758,0.16351880669656485,0.1690519131970833,-0.053576702619706124,0.10112137579714697,0.07362407224302203,0.1122728201023014,0.573473793647525,-0.13307766035918703,0.03722169528580147,-0.03722169528580152,-0.03159525557933259,0.06808829066491894,0.3035447348707836,0.2550558188688996,-0.10821304605119965,0.20560678261094903,0.07837677952362121,-0.004314454139005063,-0.08120286440373656,-0.058378079293009214,-0.07674962344231981,0.022228687432237045,0.11771414665350081,0.31993528369811847,0.026957194880737383,0.10722434319184189,-0.09820872658421631,-0.008635616711136376,-0.0016126095931444486,0.06860493076411617,0.5589099896707939,-0.1081220743624473,0.052560915458140456,0.4354064761607316,0.035028682330171576,0.20342661018217745,0.037563810442376694,-0.13307766035918703,0.08100218939813708,0.004762233054138433,0.47814731998104715,-0.05588244512937486,0.04322785302548554,0.14350854118679646,0.07501736567933569,-0.04146414436110518,0.03273792943504245,-0.04309387839924141,0.08037577684115212,0.3135186736065594,0.18659758230392723,0.11097530993683147,0.11097530993683147,0.21578982035592315,,0.1306993454352994,0.11097530993683147,0.1745907118476185,0.08992253659942316,0.16252636758967673,0.16498866268311768,0.16555510583117983,0.2873430069209364,-0.05377827010911384,0.16856078184054302,0.05292309948668225,0.14242730755680544,0.17658319176919524,0.07659419676104776,0.15087395843676968,-0.05377827010911384,0.1446610144851483,0.09409176724251068,0.16918112592063442,0.030415128980173903,0.030415128980173865,-0.007329140635426484,0.18502753875372024,0.16136185084652507,0.16902752038698157,0.1279549156180241,0.14337381506939928,0.09178578568014133,0.13921946137281233,0.21421977953226556,0.17012309038143625,0.28820228393406655,0.015021721690700558,0.206407510512185,0.25570938101025237,0.16411388617575565,0.15759045652623413,0.07497931890212989,-0.05377827010911384,0.18406737186042987,0.15873713587785934,0.1585759519301342,0.05575503496936874,0.2361097635298004,0.07659419676104769,0.09399032443605,-0.0593752770356171,0.2700359626611024,0.11144768122573469,0.0165168972006141
Q1_feat2,-0.018932739746552785,1.0,-0.07470905910582727,-0.09225185279298045,0.291094228512804,-0.36638826784135864,0.0037312153442217197,-0.13434691765082737,0.13106363325060794,-0.00529828304306408,0.16651402484132033,0.08543138155348191,0.24965222666793294,0.02299772130459979,-0.2821167806845023,0.17643027985916787,-0.17643027985916787,0.09414383532895436,0.12083665041276816,-0.08701726431479286,0.04319092172449075,-0.3663882678413593,0.0828112891458839,0.01999179102589592,0.024503574554099714,-0.12655935525766288,-0.08680872547367291,-0.011769723680258342,0.006758697877801152,0.09721081820387673,0.04024508120315396,0.06024985592911518,0.10430265974394995,-0.0023930025503356655,0.1254716502210358,0.06394572993279592,0.40239993022667603,-0.04704408574938733,-0.375940374514478,0.15447807703176358,0.03074055430415393,0.36336563393644056,0.15820255172102182,-0.10245123595848084,-0.28211678068450174,0.17449114843436445,0.46318564650895167,-0.0004009922237318174,-0.27733607860072274,0.10488337644012008,0.07219303961807993,0.04548480855855643,-0.10884665656674873,0.13555799520878287,0.027847537940056913,-0.03359891314001618,0.02955057338284776,0.163036502676703,-0.042156696064666294,-0.042156696064666294,0.1352126077387299,,0.08185044964003414,-0.042156696064666294,-0.05074028088203554,0.09504524572892256,0.12413329220077789,0.11032392010460247,0.09509530615163095,0.04319092172449072,-0.18208273356856022,0.10581861801638,-0.04215669606466649,0.16861839842810736,-0.06663681522443005,-0.009707380562580263,0.04456073527800321,-0.18208273356856022,0.11032392010460258,-0.03427924813984362,0.008016008740896396,-0.009707380562580428,-0.009707380562580418,0.005548326053623047,-0.0016675006255215201,0.1085526170138033,0.04992240323447331,0.07921230717459825,-0.013961999380356804,0.06991637776998415,0.10306296952580898,-0.05074028088203556,0.1678520360306913,0.08512075784293881,-0.2580246076552496,0.1521786566135802,0.09778647029482196,0.14846063662640416,0.12341745133376722,-0.18208273356856014,-0.18208273356856022,0.07616273431994716,0.13189013888760165,0.005548326053622855,-0.0798771813720371,0.1234174513337672,-0.0829539793529598,0.10023474210703802,0.0515827912597623,0.0346045090918797,0.029049147517828194,0.09944607148549897
Q1_feat3,0.09868799988231558,-0.07470905910582727,1.0,0.37502018564461925,0.06800407129473025,-0.046391093764913564,0.3346982468455224,0.5720117946724049,0.27381945361804083,-0.29443563956976876,0.13917457432933367,0.09457509013860223,0.0746331061237067,0.1826545009083776,-0.057050590894718846,0.09348982651230256,-0.09348982651230256,0.12490696883341759,0.1734902494395311,0.3660757668751298,0.3981065035584339,-0.046391093764913634,0.01753309140683805,0.29756848846028633,0.19845790973654634,-0.020083322791262532,0.35431107215701346,0.3856393856200776,0.30309535077978633,-0.2977203109407276,0.3681353257940939,0.168917005632651,0.2021963952762083,-0.1238162108812564,0.23482180803262184,0.3040175051917692,-0.07510620694007619,0.25004567668155625,-0.06614912909684897,0.23669769671418409,0.09323956123867651,0.07862614591627005,0.13885046338957313,0.21058009033490893,0.02459077193737889,0.18985087049662489,0.10791913607478891,0.31106767694731885,-0.09514143321232287,0.2285098151339185,0.5207980812786536,0.2345449212784767,-0.219417010958406,0.17804964044421115,0.30856747224393516,-0.24196726184763714,-0.0027485418418469673,-0.11838147576095986,0.3942778961032028,0.3942778961032028,-0.04715536504315962,,0.13991124849365127,0.3942778961032028,0.22657700208969664,-0.1955703520477845,0.029284130337248613,-0.025729537599547977,-0.07913561611236967,0.10027419694035716,-0.02305482436901692,-0.1183814757609597,0.037277182904303464,-0.0903702143565068,0.16014107616125967,0.28883218868580934,0.35193243545796626,-0.02305482436901692,-0.056981512537535736,0.19619218690224516,0.12302080567713265,-0.06614912909684892,0.28883218868580923,0.24456487443460975,0.19799313129954138,-0.20681100801637797,0.3050277178034772,0.015770757763688432,0.16014107616125967,-0.14926194867206663,0.0769573761829878,0.2265770020896966,-0.09631376974884497,0.12877860708734723,-0.032670379534566835,-0.06954250504960129,-0.04882719563750106,-0.07326626370936652,-0.07259960759439507,-0.023054824369016912,-0.02305482436901692,0.019993677018061436,-0.08779782996280776,0.18079874486998343,-0.040094124290982476,-0.07259960759439515,0.2888321886858094,0.08427697777323281,-0.10435194326528452,0.03978926539543584,0.18312754465471923,-0.17282977136514885
Q1_feat4,0.10127559020088896,-0.09225185279298045,0.37502018564461925,1.0,0.10614181472256143,-0.049943278484292974,0.13064158588969907,0.2925942886152292,0.34503060889894227,-0.18119658804878358,0.15554930048402263,0.14787719655429374,0.15334833772290896,0.2209640594359287,0.01582003968463561,-0.24708943968262675,0.24708943968262675,0.09125474551125902,0.16794418153855653,0.2930001466460127,0.4107764872959656,0.04426790592925958,-0.08485592233917497,0.25160038505555715,0.23016614987300651,0.09448832740483527,0.33401420277054844,0.256174211677482,0.25534935971034334,-0.21468937464897533,0.328178324038374,0.07218116145235327,0.31009019697641144,-0.06959413154156281,0.20422950800276035,0.32310053102407243,0.013852122199947081,0.30056516955146817,-0.004046261053016391,0.08983943732514219,0.034517663324410156,0.15658504895036326,0.20788550413607415,0.18856411567402662,-0.0614189775991741,0.06597439385562141,0.05195038061099517,0.3938219744767352,0.042483698443744895,0.10220834935772463,0.25938085499141417,0.250594086846061,-0.10614181472256155,0.24890609581401843,0.32471977880883296,-0.27038436034411373,-0.02176067536218897,-0.1156856041838365,0.3662351251792385,0.3662351251792385,-0.0371974327500998,,0.17449325160210272,0.3662351251792385,0.20417375615628292,-0.21054525261012386,0.010841103693546857,-0.018523762856557227,-0.07690635260694367,0.08204213589244475,-0.02482014154921964,-0.11568560418383644,0.02848495418060692,-0.084944161241834,0.1390904647678774,0.2646254728672767,0.32690145916991786,-0.02482014154921964,-0.07765731351402876,0.17449325160210277,0.14596524686634454,-0.07121419453308993,0.26462547286727667,0.22168601573748478,0.17814205366280747,-0.19510612035233754,0.28179758242958114,-0.005496971610201653,0.13909046476787743,-0.12701081261462188,0.10238569474437857,0.20417375615628297,-0.09561355909989483,0.11027053014819709,-0.0351719636435146,-0.061983522670931296,-0.04381664059565472,-0.07050688910623415,-0.06535951192835952,-0.024820141549219625,-0.02482014154921964,-0.0011904896881681812,-0.08634372438200101,0.1613583458810545,-0.04316414752356771,-0.06535951192835955,0.26462547286727695,0.06611527400715961,-0.11234221355688165,0.02146624764960219,0.1616888110599966,-0.1555431327765262
Q1_feat5,0.17277825496098062,0.291094228512804,0.06800407129473025,0.10614181472256143,1.0,-0.14480972285119895,0.014668571523993973,-0.09578740738636074,0.2564233964214423,-0.07044875824453647,0.24740675051159422,0.3118469341896356,0.2500034798872015,0.1342380689831161,-0.17808332560181456,-0.134238068983116,0.134238068983116,0.13819678928901974,0.03218612626614311,-0.049897025847783494,0.11046764661805976,-0.14480972285119914,0.10255570117955422,0.05523049322545357,0.08432595669413628,-0.0817754303039088,0.008364415282545938,-0.02444352850589855,0.14536144519239996,0.07372384870368859,0.01428389977318669,0.1955016639717994,0.26709975765838256,-0.1430493598010897,0.2401048492791603,0.06692819657302801,0.37220236400422513,0.1469365653610812,-0.16057849136981014,0.01012867716879679,0.13519003931847942,0.2514110734446468,0.18457233239263154,-0.028233900598214564,-0.07250535399502415,0.17743632674012821,0.3092290064874013,0.16972086612952914,-0.0989062210289176,-0.10438896403018744,0.0823321722577618,0.02394565713052871,0.15851900393184726,-0.09717073840068621,-0.05513533663766765,0.18420372256050477,0.07735481180788588,0.055230493225453765,0.06860164486191517,0.06860164486191517,0.23943745956041637,,0.17070172047811522,0.06860164486191517,0.07151157560433243,-0.04819929813458936,0.1603300891349077,0.09876470503819047,0.07902570859635069,0.0783714459087288,-0.07196559633145415,0.037300385255260936,0.010892828744966247,0.06969631428139564,0.06615845079548259,-0.022860772594553942,0.1127447127912911,-0.07196559633145415,0.11897210976662906,0.0979196513016585,0.022487845220902473,-0.11467258511139146,0.023045133663864827,0.015565090004507976,0.12749904701585818,0.032051233465630706,0.12631046097886403,0.15752160865044834,0.09917138516036311,-0.09762152759776281,0.17141001171038928,0.07151157560433254,0.07034629026663711,0.07479983740359747,-0.10198053595843956,0.1107581403864338,0.09541085058702707,0.11895234831018844,0.0795438423609011,-0.07196559633145412,-0.07196559633145415,0.03679460258029752,0.02957811585477085,0.09802694981562471,0.02324283798569751,0.13808497560582042,0.06895103992228395,0.07065742852413849,-0.11229265503749578,0.010099671145065754,0.03965802700077531,0.0445663873548419
Q1_feat7,-0.10821304605119962,-0.36638826784135864,-0.046391093764913564,-0.049943278484292974,-0.14480972285119895,1.0,-0.08388860278781489,-0.04362959644246769,-0.07041160867484188,0.13462992307867563,-0.12726318543611503,-0.11437624207758627,-0.1946215584677301,-0.08149417517854783,0.6048483461115702,-0.12988134169081017,0.1298813416908102,-0.14607147484752217,-0.0672398177616632,-0.05081210443669133,-0.03458815700796443,0.7459183673469413,-0.0804211139405764,-0.00994525289130491,-0.021564971656633243,0.19112180238833626,-0.003213024650430546,-0.008846533378960105,-0.015322153326421756,0.05230874784880281,-0.05422474572232426,-0.10334229696839087,-0.08872271477258835,0.1282273286810284,-0.1127447127912909,-0.10121312977601105,-0.201665645617765,-0.06484842705133868,0.5201630386291038,-0.018468165531963503,-0.0804211139405764,-0.23450933761946338,-0.07911070345636255,-0.028751691738664476,0.6048483461115702,-0.17282977136514935,-0.3213118368790783,-0.06082440235618042,0.48760137616788646,-0.11459585247949117,-0.06244095596664619,-0.07199323295413826,0.14480972285119892,-0.10732209404536587,-0.10643595763596174,0.1459972353976745,0.04023208602631387,-0.0806986234608729,-0.01829098284755659,-0.01829098284755659,-0.06163397781792876,,-0.029989044465648474,-0.01829098284755659,-0.027469756993927688,0.00768164623878878,-0.04548098191088842,-0.06404797709460289,-0.07752622920275326,-0.03458815700796443,0.4969666049661817,-0.0806986234608729,0.20943175360452287,-0.07278350173072065,-0.03348335630337421,-0.023280024106477382,-0.016326530612244896,0.4969666049661817,0.0156917543881776,-0.029989044465648474,-0.03776106288314824,-0.023280024106477393,-0.023280024106477375,-0.026136534499791475,-0.024743582965269562,0.001491465199400136,-0.018290982847556626,-0.05506423495196737,-0.033483356303374186,0.03830321331474343,-0.03776106288314815,-0.027469756993927685,-0.08229094499969278,-0.031187247023418165,0.3463702078877031,-0.06723981776166356,-0.06961995960577844,-0.0759442190101709,-0.06803422363741408,-0.00811374048924377,0.4969666049661817,-0.054224745722324275,-0.07990417245512427,-0.026136534499791437,0.2786808504832769,-0.06803422363741408,-0.023280024106477393,-0.03672483353812297,0.08359731844862213,-0.04362959644246753,-0.031187247023418165,0.021486881267128805
Q2_feat1,0.0297255657032758,0.0037312153442217197,0.3346982468455224,0.13064158588969907,0.014668571523993973,-0.08388860278781489,1.0,0.2338334230318216,-0.11327685200095183,-0.6231051824845166,0.22148251625255136,-0.005610361501914966,0.011264367816091933,-0.07118435331330585,-0.046079954288379486,0.16772522463690656,-0.16772522463690703,0.10019344368088627,0.14305848488612657,0.09583229844846834,0.20406445692712138,-0.01426106247392849,0.03231337495140688,0.1670255325584908,0.08011596224734498,-0.010247140529578414,0.32730019563116647,0.3099154882774235,0.19215341709899705,-0.2806875832583792,0.2325713213098074,0.12952338731997481,0.04862645390838651,-0.17283713646618407,0.09120024904048402,0.1993528708720652,-0.13337217873464316,-0.007840063322879107,0.029306136231730378,0.15432102685922447,-0.09120024904048406,0.02435004067228822,0.023799979048748372,0.2201196055971021,0.011004168188269822,0.15576376133365533,-0.019350752571325482,0.025817409859556675,-0.1006453940236106,0.22130910136736984,0.1673677141373899,0.018988917024790355,-0.1381821955158848,0.05289540076022534,0.07613521854020062,-0.08001702671084499,-0.013654871068239477,-0.026864246495421656,0.21803894974650084,0.21803894974650084,0.04123659676665838,,0.20007866096866006,0.21803894974650084,0.15705530272691806,-0.16495159227938053,0.09881720307138722,-0.001316359350913851,-0.043044877717802264,0.0652337198373585,-0.041689834122816925,-0.06564220230620404,0.09323044747781464,0.033105940123670366,0.0064516278220264145,0.12858814877187738,0.19462155846773052,-0.041689834122816925,0.04238677109942411,0.20007866096866084,0.031431729533109666,-0.06997587630841741,0.12858814877187752,0.08863413131450454,0.20115883940750795,-0.10937221700116243,0.15563469861215798,0.030179176660176638,0.07784964238578454,-0.09566776539367841,0.03143172953310965,0.1996552704600363,-0.038228052971743025,0.06776099355965784,-0.05907755711884623,-0.026871450649451237,-0.003514438859917929,0.008404627180550954,-0.07525329149358985,0.0967204151649352,-0.041689834122816925,0.0378331657616205,-0.04058696402119163,0.13321978524846742,-0.07250184882071763,-0.1385575806216425,0.17822915504195122,-0.05680823783344592,0.10805483000487691,-0.023797206768725224,0.029759895820120053,-0.019295116842405514
Q2_feat2,0.16351880669656485,-0.13434691765082737,0.5720117946724049,0.2925942886152292,-0.09578740738636074,-0.04362959644246769,0.2338334230318216,1.0,0.15359895712339053,-0.32407057394641164,0.027637346069646986,0.18337823354546567,-0.09070529536485096,0.18776366055460972,-0.05365457150362449,0.15984341363199037,-0.15984341363199026,-0.012738651213742855,0.29832454190959495,0.4761720499231333,0.4282746744781261,-0.043629596442467715,-0.06931563775350426,0.3952061704961124,0.23578804692718663,-0.05636899254246973,0.3352823706909415,0.39995613253609963,0.2299824812768933,-0.34821856594346773,0.4394097382342652,0.17488672836600197,0.1273287129210294,-0.2199071441738618,0.0693156377535044,0.3231373816999934,-0.2733321276568022,0.24974908073276095,0.012262844930201295,0.10584485794573151,0.27481736747363195,-0.1265416183585951,0.1407033453693736,0.22976175623867645,-0.053654571503624536,0.060131650237686254,-0.13194573899482948,0.27738116279536007,-0.08947800103715377,0.14293133747314732,0.5322729851720851,0.23752572370788327,-0.2483455978407752,0.13986499404682476,0.30309187805649596,-0.24583937339981218,0.013050238144712904,-0.07020955024184557,0.4192333722746223,0.4192333722746223,-0.030461039510652366,,0.15601239735605718,0.4192333722746223,0.3100580473608077,-0.18392874242619336,0.04474252979834875,-0.007241225024745867,-0.029494394170586836,0.11585164534222667,-0.021682452420057795,-0.07020955024184534,0.044743292646350595,-0.041818786987623216,0.1783107280283677,0.3101602486004554,0.37420769256424324,-0.021682452420057795,-0.040024225591322446,0.21505052340720954,0.1890110141579704,-0.0622115059873625,0.3101602486004552,0.26460507805871525,0.285683510924933,-0.19450028200108588,0.3256108523675545,0.03352207732309096,0.23186847384147183,-0.14037691410724873,0.09237088576919243,0.3100580473608077,-0.0756582535013339,0.144703829228107,-0.03072562768057562,-0.05221639343591358,-0.029752344792645914,-0.053438629999093386,-0.05517831247819583,0.1859687265258802,-0.021682452420057795,0.07421272615038035,-0.06746106664953298,0.19771506340224834,-0.03770746323409013,-0.05517831247819588,0.38463459951801926,0.09972955774574992,-0.09814024208446279,0.055191445325974135,0.20171530624994066,-0.1287015978281268
Q2_feat3,0.1690519131970833,0.13106363325060794,0.27381945361804083,0.34503060889894227,0.2564233964214423,-0.07041160867484188,-0.11327685200095183,0.15359895712339053,1.0,-0.5230011803074011,0.13522817534198028,0.1839772247532897,0.19611366888270518,0.23531716376352,-0.08659041110571088,-0.046709952034603756,0.046709952034603756,0.12401800321917121,0.10193948917304749,0.16824280726203794,0.2652056563609835,-0.07041160867484192,0.026611426263293027,0.09389537548670304,0.179917709643993,0.0037072853320325185,0.08348858825428557,0.014683848235825664,0.10929096670954877,0.006131272672201191,0.16244692105372777,0.019061661123292408,0.28661006401397093,-0.020955188136459846,0.2415025389212141,0.09054614644441149,0.16780298603943267,0.19117574340958038,-0.046521559496447464,0.01221567814875163,0.06491342128965122,0.2097940936483773,0.12583309514129298,0.09780856068080342,-0.024633479021452055,0.22852640806398394,0.16379781895921003,0.2517978185425291,-0.06691135478570036,0.1365665175676259,0.2846694972111156,0.2449092233599877,-0.14151741134236814,0.17378150456347657,0.1398963208442987,-0.06051603028711815,0.13250604175365502,-0.07445708893230027,0.19204106479801092,0.19204106479801092,0.025547358196103983,,0.08422153142852733,0.19204106479801092,0.11271278726893028,-0.11478530459000136,0.07452111274177722,-0.01533499558394295,-0.07726317680458118,0.07685366425064417,-0.03499221811334358,-0.07445708893230026,-0.011152526425946819,-0.09297940444664667,0.16556670114415262,0.11511381233539573,0.23187271132577236,-0.03499221811334358,-0.08648556515664726,0.041510408565587985,0.15176173206861054,-0.0465215594964474,0.11511381233539567,0.08084696102373624,0.14780214651368248,-0.11507088508330228,0.192041064798011,0.023936586401470127,0.049327673179225776,-0.11848159877376382,0.04689030389538914,0.11271278726893032,-0.06269792290428736,0.11296807940324856,-0.04958654328573517,-0.03638712011354019,-0.028880745359387002,-0.046305325223240636,-0.0643850666935824,-0.03499221811334358,-0.03499221811334358,0.030346061019834343,-0.06985437628950619,0.17763010186465233,0.026230248321710763,0.02722568534471495,0.1151138123353958,0.056339717905370346,-0.15838359472377106,0.060391466488806646,0.1129680794032485,-0.11542781685627825
Q2_feat5,-0.053576702619706124,-0.00529828304306408,-0.29443563956976876,-0.18119658804878358,-0.07044875824453647,0.13462992307867563,-0.6231051824845166,-0.32407057394641164,-0.5230011803074011,1.0,-0.15705163364676258,-0.10509103570486289,-0.025557873586653068,-0.0021374291199376836,0.11311465421369382,-0.06882521766199709,0.068825217661997,-0.07667897502225578,-0.07007234986318304,-0.09633067793504217,-0.09746294993797902,0.0706550168828927,0.0754622096168375,-0.1896679283928646,-0.11739404119287532,0.030337988682805846,-0.21615104761711032,-0.18200486749648523,-0.08761045567866592,0.21890705121127116,-0.17910820296831564,-0.08955869496297494,-0.10962846230079595,0.1661852502037331,-0.10788686914158727,-0.18993790611681466,0.16112817238251304,-0.0033616690500374398,0.00952517969207866,0.044279837753703005,0.043037550092087644,-0.01891343509561173,0.04135396659181891,-0.1384526375932488,0.008215030752949883,-0.22373207740526163,0.026058200964850304,-0.058013516595389725,0.14490323517578751,-0.18774563894407406,-0.28029257944294633,-0.04577089929374939,0.20014739634353546,-0.045912014435519344,-0.12000605039810773,0.09444311435209538,-0.01356860798962202,0.14881527388048177,-0.13586119957052653,-0.13586119957052653,0.014940918945145078,,-0.11428004513603637,-0.13586119957052653,-0.08661440498608049,0.24006699489334252,-0.05776923863428665,0.08643837494884828,0.16774291705403427,-0.0017930109055607185,0.06690657579926777,0.16663017926328944,-0.02118513620421777,0.11393708054633163,-0.019100881000444672,-0.0360857769103748,-0.12126970170445661,0.06690657579926777,0.10651594524946661,-0.07812282628105179,-0.04373593628416671,0.10074709289698552,-0.036085776910374734,0.010693940285459287,-0.14069770664204942,0.18874349598742987,-0.07852316788737197,0.0335948879935377,0.01369994223480156,0.18158876113638966,0.045043260466573705,-0.12575594190356515,0.14851653658258474,-0.022155547493249404,0.09481153227338816,0.12509560445373624,0.09548978206808871,0.0951682394067846,0.1926375002873699,-0.060266991941325114,0.06690657579926777,0.022186422333587683,0.1579339513451534,-0.11220411191820517,0.042634154992500485,0.1732491665882771,-0.08169673351282836,0.12106140524829803,0.030174098996560584,0.07045471734754094,0.012760473556238522,0.10778694977192224
